document,page,matched_terms,text
MeitY_Annual_Report_2025_26.pdf,120,"fabrication, testing","Innovate and Design in India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
118
Indian languages. This is being implemented jointly by IIT Madras, IITM Pravartak, and CDAC Chennai. BharatDB 
aims to build a robust database ecosystem, strengthen security and reliability and drive digital transformation. 
BharatDB, a secure, scalable, and modular database platform forked from PostgreSQL 17.4, is being designed for 
enterprise and government workloads. Two beta versions have been developed with several new and improved 
features: Beta 1 included database upgrade validation, role-based auditing, log analysis, job scheduling, vector 
support, and single sign-on, while Beta 2 added SSL by default, multi-factor authentication, enhanced auditing, 
distributed DB with load balancing, and real-time monitoring. It has undergone customer testing to confirm its 
stability and readiness for production. Beta 3 version is currently in development with further enhancements, and 
performance benchmarking is ongoing. The pilot deployment of Bharat DB has been carried out at STPI and City 
Union Bank.
• 
Open Challenge Competition for Development of “Indian Web Browser with built-in CCA India Root 
Certificate: The Indian Web Browser Development Challenge (IWBDC) was launched as a national open challenge 
to foster the development of secure, standards-compliant, and India-centric web browsers. The initiative focused 
on incorporating critical indigenous capabilities such as a built-in CCA India Root Certificate, native in-browser 
digital signing, support for all official Indian languages, parental controls, web filtering, and other essential modern 
browser features. Through a rigorous multi-stage evaluation process, the challenge successfully resulted in the 
development of three finalist browsers, each implementing the mandated indigenous features while leveraging 
open-source browser engines as their foundational platforms.
• 
Indigenous Intelligent and Scalable Neuromorphic Multi Chip for AI Training and Inference Solutions: 
MeitY initiated a research project at IIT Hyderabad, aimed to design and develop an indigenous neuro-morphic 
architecture for AI training and inferencing. The project progresses from FPGA prototyping to System on Chip 
(SOC) realization, leading to fabrication of a MCM (Multi-Chip Module) module which comprises multiple SOCs. 
The team has demonstrated various applications such as image classification, object detection etc on the FPGA 
prototype. The first Chip Tapeout using TSMC 65nm has been completed. Optimization efforts to enhance 
performance, reduce power consumption, minimize chip area, memory integration etc. have been carried out. The 
first AI chip was launched at the T-Chip Semicon Constitution Summit 2025 held in Hyderabad. 
• 
Development of computational protocols for 
designing inhibitors using PARP-1: Breast 
cancer is the most common type of cancer among 
the Indian population, with lack of awareness and 
high cost of treatment leads to lower reporting of 
illnesses. Poly Adenosine Diphosphate Ribose 
polymerase (PARP-1) inhibitors are among a few 
handfuls of targets which play an efficient role 
in treating breast cancer. A project was initiated 
at NIPER, Guwahati for the development of 
computational protocols for designing inhibitors 
using PARP-1 as a model and synthesis & 
biological evaluation of designed inhibitors. 
Machine Learning models for prediction of PARP-
1 activity have been designed and deployed 
as a web-server-based GUI. The work has 
led to publications in high-impact journals and 
development of two webtools: one for assessing 
drug synthesis routes and another for the prediction 
"
MeitY_Annual_Report_2025_26.pdf,123,"Kaynes, testing","Innovate and Design in India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
121
The PARAM Utkarsh system at C-DAC Bengaluru is supporting initiatives such as Design Linked Incentive (DLI), Chip 
to Startup (C2S), AI for Cyber Security, and various other industrial research programs. Similarly, PARAM Siddhi at 
C-DAC Pune is being utilized by startups and research institutions for AI/ML-driven applications in science, engineering, 
and finance.
The PARAM systems under NSM are being accessed by over 14,000 active researchers, including 1,700+ PhD scholars 
from 250+ institutions across the country via the National Knowledge Network (NKN). These systems have enabled 
research in critical areas such as drug discovery, disaster management, climate modeling, astronomy, computational 
chemistry, material science, aircraft engine design, hypersonic flight, and green energy technologies. To date, 
researchers have completed over 1.5 crore compute jobs and published more than 1,650 research papers in leading 
international journals. Additionally, startups and MSMEs are leveraging NSM’s HPC and AI infrastructure to accelerate 
innovation and product development in India.
5.2.1.2 Indigenous HPC Technologies under NSM
Rudra-I server
C-DAC’s indigenously designed Rudra-I server platform is poised to ensure India’s self-sufficiency to design, develop 
and deliver as per country’s needs. It has an edge in security conscious environments and businesses. It features Intel 
Xeon 2nd Generation Cascade Lake processor supporting DDR4 memory.
C-DAC has partnered with EMS partners in India for mass manufacturing of Rudra servers. More than 6000 servers have 
been manufactured so far. All the NSM Phase-3 systems are based on Rudra -I server. Under transfer of technology 
agreement, C-DAC has transferred the Rudra Server Design to three industry partners, viz. M/s VVDN, M/s Kaynes 
technologies and M/s Avalon technologies. These efforts by C-DAC have catalysed the development of entire eco-
system right from design, manufacturing and userbase generation. 
Rudra-II server
Rudra-II is based on Intel’s Fifth generation Xeon Scalable Processor Emerald Rapids. It supports next-gen industry-
standard technologies such as PCIe 5.0, HBM & DDR5 memory speeds of up to 5600MT. It is compatible with Open 
Compute Platform (OCP) 48V DC for Cloud/Data center and HPC market. For cooling it has option of both Liquid (better 
energy efficiency) and Air cooling. 
Rudra-SPX Design validation testing is completed. Production process of the servers has commenced. For production 
of the servers, C-DAC has signed-up with EMS partners VVDN Technologies and Kaynes Technology. These servers 
are being used in upgradation and new systems under NSM. 
"
MeitY_Annual_Report_2025_26.pdf,138,testing,"Innovate and Design in India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
136
Motion planning algorithms, kinematic modelling of the tractor, and integrated testing are under development, and field 
testing of the system on a 24 HP tractor, targeting vineyard applications, is currently in progress. 
5.3.2.4 Autonomous Bathymetric Survey Vessel (ABSV) for Advanced Glacier Lake Profiling
The design and development of an Autonomous Bathymetric Survey Vessel (ABSV) for reservoir and glacial lake 
profiling has been successfully completed. The prototype was field-tested at two high-altitude glacial lakes—Baspa and 
Vasuki in Himachal Pradesh—under challenging environmental conditions. This represents a first-of-its-kind indigenous 
capability in the country and is expected to significantly benefit communities residing downstream of glacial lakes by 
strengthening disaster-preparedness efforts.
As an important offshoot of the project, a Water Quality Index (WQI) indicator was also developed and validated through 
field trials. In addition, a Grand Challenge was organized to promote the development of innovative and sustainable 
indigenous solutions for Glacial Lake Outburst Flood (GLOF) mitigation.
5.3.2.5 The project on “TULIP: TEA HARVESTING UNMANNED ROBOTIC PLATFORM FOR NORTHEAST INDIAN 
TEA PLANTATION”
The technical development of sub-systems for vision based identification of two leaves & a bud, Robotic manipulator, 
cutting and storing of the leaves and related AI based software have been completed. All sub-assemblies have been 
integrated and extensive testing of the system has been carried out in the model tea factory at Jorhat. For safe and 
reliable operation, the entire system is powered with an inverter-based power supply. The system field trials are in 
progress.
5.3.2.6 Joint Call for Proposal under MeitY- NSF (USA) Research Collaboration.
The U.S. National Science Foundation (NSF) and the Ministry of Electronics and Information Technology (MeitY) of 
the Government of India have signed an Implementation Arrangement on research cooperation. The Implementation 
Arrangement provides a framework to encourage collaborations between U.S. and Indian research communities and 
sets out the principles by which joint activities might be supported. This NSF-MeitY collaborative opportunity focuses 
on research and technological development  in areas of semiconductor, next-generation communication systems, 
cyber-security, sustainability & green technologies, and intelligent transportation systems. Twelve projects have been 
awarded jointly with NSF with a combined outlay of nearly $10 million. 
5.3.2.7	 National Mission on Power Electronics Technology (Phase-III)
The National Mission on Power Electronics Technology Phase-III (NaMPET-III) program has been highly successful 
in strengthening the power electronics technology base in the country by carrying out a multitude of activities like 
Technology development, deployment, technology transfer, awareness creation & manpower development and 
strengthening the industry interactions with R&D and academic institutes through collaborative research projects. New 
Horizon in power electronics technology by Exploratory Research through premier Academic Institutions are carried out 
especially in Wide Band Gap (WBG) power semiconductor device based power electronics systems, Application R&D 
in, Smart grid Power Quality Centre Concept (SPQC) is established with Power Quality systems and IOT modules. 
High voltage power electronic for applications in Medical devices like X-Rays systems are established for first time in 
the country.
Under the programme User agencies, Industries and startups are participating in the technology development and 
commercialization through Transfer of Technologies (ToT). 
"
MeitY_Annual_Report_2025_26.pdf,140,testing,"Innovate and Design in India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
138
etc. are being arranged. 6 technology functions / ToT programs are conducted with active involvement of MeitY officials, 
including Secretary, along with members from railway, MoP, MNRE, DST.
  
5.3.2.7.1 Design and Development of Propulsion System for 3 phase Electric Locomotives:
The Ministry of Electronics and IT, in collaboration with the Ministry of Railways, has initiated a national effort to develop 
an indigenous propulsion system for three-phase electric locomotives, addressing challenges arising from obsolete GTO-
based technologies, discontinued ASIC components, and proprietary communication standards. Building on C-DAC 
Thiruvananthapuram’s successful development and deployment of VCU and TCN technologies now operational in over 
3,000 locomotives, the initiative proposes the design and development of Traction Converter technology, engineering 
of the Auxiliary Converter, and transfer of the VCU technology for Train Control and Management System (TCMS). 
The project will be implemented through a consortium of C-DAC, CLW, and Indian Railways–identified industries with 
joint financial support from MeitY, the Ministry of Railways, and industry partners. This programme aims to strengthen 
domestic capability, reduce dependence on foreign suppliers, and advance the vision of ‘Aatmanirbhar Bharat’ and 
‘Design and Make in India’. The expected outcome is a fully indigenous propulsion system including traction converter, 
auxiliary converter and VCU with TCMS, ready for adoption by Indian Railways and further commercialization through 
qualified industry partners. This will be the highest (5000kW) power electronics converter technology development for 
propulsion in the country.
5.3.2.7.2 Development of Planar Magnetic Components for MHz Applications and customization for Electronics 
& Radar Development Establishment (LRDE’s)(DRDO) Active Phase Array Radar (APAR)
The Ministry of Electronics and IT, under the National Mission on Power Electronics Technology (NaMPET), has initiated 
an advanced R&D project on the development of Planar Magnetic components for MHz Applications in Active Phased 
Array Radar (APAR) systems. The project aims to establish indigenous capability in high-frequency, high–power-density 
planar magnetics to address critical requirements of APAR systems developed by LRDE, DRDO. The initiative focuses 
on designing, fabricating, and testing compact planar inductors and 
transformers operating in 1 MHz range, with lower form factors, to 
meet the demanding size, efficiency, and thermal constraints of 
modern radar platforms. The project aims to develop planar 
magnetics for both ground-based and airborne APAR systems, 
along with a dedicated magnetics test bench and encapsulation 
techniques for rugged operation. The outcome is expected to reduce 
import dependence, enable customization for strategic applications, 
and support domestic production of high-power-density converters, 
benefitting defense, aerospace, radar manufacturers, and high-
frequency power electronics industries.
Planer Magnetics based sub-systems
"
MeitY_Annual_Report_2025_26.pdf,142,packaging,"Innovate and Design in India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
140
5.3.2.8.1 Agri-Excellence: National Programme on Application of Electronics and ICT in Himalayan Region Crop 
Management 
The Ministry of Electronics and IT has initiated a national-level programme for Himalayan Region crop management, 
leveraging automation, robotics, IoT, and ICT technologies. The objective of the programme is to pursue national-
level R&D, product and solution development, and commercialization for identified crops of saffron, walnut, and apple 
for the Himalayan Region, in collaboration with academia, R&D institutions, and industry partners. Sher-e-Kashmir 
University of Agricultural Sciences and Technology (SKUAST), Kashmir, is executing this programme in partnership 
with multiple collaborators and industry/start-ups. The Agri-Excellence programme has been launched to develop 
automation technologies in agriculture and support farmers through smart cultivation and e-marketing solutions. 
Currently, technologies under the programme are being developed for application in identified crops cultivation, post-
processing and e-marketing.
5.3.2.8.2 e-GUNA: Sensory assessment for quality of fermented foods from North-Eastern 
The Ministry of Electronics and IT has supported the project which is being implemented by Centre for Development of 
Advanced Computing (C-DAC), Kolkata, the Institute of Bioresources and Sustainable Development (IBSD), Imphal, the 
National Institute of Technology (NIT), Nagaland, and the Indian Institute of Technology (IIT), Hyderabad. This initiative 
aims to develop and deploy a point-of-analysis device for the detection of bacterial pathogens and toxins in fermented 
food products. Currently, the project has generated 03 technologies such as CG-STAT system, an electrochemical 
sensing platform for the detection of cyanogenic glycosides in fermented foods which has been developed, field trialed, 
deployed, and IP protected through an Indian patent application and copyright. IIT Hyderabad has pioneered the 
development of FP-SENS, a food pathogen sensor that can simultaneously detect a range of bacterial pathogens 
including Staphylococcus aureus, Bacillus cereus, Escherichia coli, Listeria monocytogenes, Clostridium botulinum, and 
Proteus mirabilis that integrates seamlessly with mobile phones. IBSD Imphal and NIT Nagaland have collaboratively 
worked on developing a software platform for the analysis of Foodpatho chips. The technologies are now ready and 
underway commercialization.
5.3.2.9 Development of Electric Vehicles (EVs) Sub System (EVSS)
The Ministry of Electronics & IT (MeitY) has initiated a program on “Development of Electric Vehicles (EVs) Sub System 
(EVSS-I) with broad objective to indigenously develop the Electric Vehicle sub- systems in the areas of Electric motor, 
controller, converters Chargers, BMS, etc., for 2-Wheeler, 3-Wheeler/e-rickshaw, and economy 4 Wheeler. The EV 
sub-systems development is being taken up in consortium mode consisting of academic institutes/ R&D organization 
for design and development, industry to commercialize it and vehicle manufacturers to use the developed product in 
the manufacturing. Technology of high-efficiency PMSM motor and controller for e-rickshaw, BLDC Motor Controller 
for low- to medium-power e-vehicle applications, and a BLDC motor with a smart Vehicle Control Unit for e-rickshaw 
have been developed, tested, and transferred to various industries for production and commercialization. 2 kW DC 
portable EV charger was launched by Secretary MeitY, Shri S. Krishnan with the setup and inauguration of the Model 
EV Charging Station (MCS) at Technology Park, Thiruvananthapuram. The Mobile EV DC Fast Charger and 3 kW DC-
DC Converter were launched by Hon’ble MoS MeitY, with transfer of technologies to industries. Out of the technologies 
undertaken in EVSS, EoIs for all the 10 completed technologies have been published to enable technology transfer and 
facilitate engagement with potential industry partners for commercialization.
Additionally, to support EV Battery technology developments, a Resource facility for EV Battery packaging including 
electro chemical workstation and thermal management in battery pack is established at C-DAC, Thiruvanathapuram 
Development of Motor/Controller/Charger/Converter Technologies under EoI for EVSS.
"
MeitY_Annual_Report_2025_26.pdf,154,"fabrication, packaging, testing","Innovate and Design in India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
152
include successful design and fabrication of rib and strip-loaded waveguides, 3-dB couplers, and periodically poled LNOI 
(PPLN) structures for nonlinear optics. State-of-the-art facilities are being created, including ISO-6/7/8 cleanrooms, 
PIC design and lithography labs, and quantum application laboratories. A total of 18 trained manpower and multiple 
academic collaborations (University of Paris-Saclay, University of Sorbonne, University of Paderborn, TCG Crest) have 
been established.
The project is progressing toward fabrication of full LNOI-based Quantum Accelerator Chips by FY 2026, supported 
by industrial participation for packaging and commercialization, positioning India as a key player in global photonic-
quantum computing technologies.
5.4.7	 National Strategy for Additive Manufacturing (NSAM) 
Additive Manufacturing (AM), is a key enabler of Industry 4.0 and 5.0, integrating digital design, simulation, and 
fabrication to create complex components layer by layer. AM enhances productivity, flexibility, and sustainability, 
enabling rapid prototyping, mass customization, and distributed production. It supports UN Sustainable Development 
Goals (SDGs) through material efficiency, reduced emissions, and localized manufacturing. For India, AM presents 
a transformative opportunity to strengthen indigenous manufacturing, reduce imports, and advance toward a USD 
1.45 trillion manufacturing economy by 2030, positioning the nation as a global hub for advanced and sustainable 
manufacturing. In this direction, India launched National Strategy for Additive Manufacturing (NSAM) in 2022 for 
development and deployment of AM technologies in India aspiring to achieve $1 billion Indian AM market. The program 
is being implemented through seven development and deployment centres and R&D projects.
5.4.7.1	 National Centre on Additive Manufacturing (NCAM) 
• 
National Centre for Additive Manufacturing (NCAM) is a company registered under section 8(1) of the Companies 
Act 2013. The NCAM is established by the Ministry of Electronics and Information Technology (MeitY), Government 
of India and ITE&C Department, Government of Telangana has been established in Hyderabad, Telangana, in 
partnership with industry.
• 
The NCAM is established as an independent agency to build a comprehensive ecosystem of additive manufacturing 
in the country by enabling the adoption in the industry, prototyping new products and focusing on indigenization, 
access to state-of-the-art infrastructure, enabling research and development of standards, enabling key foreign 
players to establish their manufacturing units and new product development, and promoting skill development 
activities to generate quality manpower.
• 
The vision of NCAM is “To create and enable a sustainable ecosystem for product innovation in India with 
emphasis on research, design, development, and testing through collaborative efforts between academia, industry 
and government using the disruptive technology of Additive Manufacturing”. NCAM acts as the central agency 
to promote, foster, and drive the adoption of additive manufacturing technology in India to make the country 
AtmaNirbhar in the sector.
• 
The Centre has engaged 20 start-ups with a focus on generating IPR. NCAM has organized workshops, seminars, 
and conferences for delegates across India, cumulatively benefiting over 69,000 professionals. A total of 25 
Faculty Development Programs were conducted across various states including Jammu & Kashmir, Punjab, 
Uttar Pradesh, Maharashtra, Karnataka, Tamil Nadu, Andhra Pradesh, and Telangana. Additionally, NCAM has 
conducted 34 Additive Expert Talks and collaborated with industry partners to organize seven international events 
in Delhi, Mumbai, Warangal, and Hyderabad. These events exhibited new technology and audience gained 
knowledge on the subject. 
"
MeitY_Annual_Report_2025_26.pdf,156,"Micron, fabrication, testing","Innovate and Design in India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
154
• 
In recent years, Additive Manufacturing (AM) processes are bringing fundamental change in how manufacturing 
is carried out in many sectors due to its ability for scalable, cost effective and sustainable fabrication process. AM 
is an enabler for digital manufacturing which has capability in producing products directly from design data by 
adding layers of material to obtain the final shape with minimal wastage. 3D printing in optical computing chip for 
global market
• 
The Ministry of Electronics and Information Technology (MeitY) has initiated a centre on Additive Manufacturing 
based Cost-Effective Optical Computing Chips at Indian Institute of Science, Bangalore (IISc) in collaboration with 
Centre for Materials for Electronics Technology (C-MET), Pune. 
• 
The objective of the centre is to design and fabricate global state of the art 3D printer to achieve sub-micron 
resolution, indigenous materials for printing and to design & fabricate optical devices for computation. The centre 
is expected to achieve self-sustenance and focus on developing indigenous materials and machine technologies 
for photonics manufacturing sector. 
• 
The centre is also bringing opportunities for Indian companies to develop their own AM material and machine 
technologies for global market at much reduced R&D cost for any sector (not limited to photonics) such as 
aerospace, medical, automotive etc. The centre has designed and developed 3 materials, 2 machine and 1 
software. Additionally, training has been provided to 65 personnel. 
5.4.7.5	 CoE on Additive Manufacturing: Medical Device Sector
• 
Ministry of Electronics and Information Technology (MeitY) has initiated a Centre of Excellence on Additive 
Manufacturing at Andhra Pradesh MedTech Zone, Vishakapatnam, Andhra Pradesh which will support Medical 
Device Sector. 
• 
The vision of the centre is to make COE at AMTZ a hub (common facility for local AM industry which will offset 
disabilities for competing with global peers) for medical device innovation in India by nurturing various medical 
device start-ups through Additive Manufacturing (AM) technology. 
• 
Through this centre sustainable long-term ecosystem will be provided to start-ups and industries which will enable 
medical device innovation in India; build skill-sets in the AM industry, in particular AM in the medical industry to 
achieve competitive advantages in the global market; promote creation of Indian IPR & facilitate IPR filing activity 
and offer industry, academia, global linkages to provide market access to the incubated products. 
• 
The CoE has achieved several milestones both in skill development and technology development. Over 2400 
manpower were trained in 3D printing, Medical Device Design, Prototyping and Testing in CoE AM - MDS. CoE 
is successful in establishing production of materials and products which earlier were under import dependency. 
The CoE developed 4 materials, 5 machines, 2 softwares and 9 AM products. The CoE also created capacities 
to deliver the highest quality small metal components with outstanding levels of chemistry control, strength, and 
density across a wide range of alloys. 
5.4.7.6  Centre for Promotion of Additive Manufacturing - Agri & Food Processing (CPAM – A & FP)
• 
The Center for Additive Manufacturing (CPAM), established under the Additive Manufacturing (AM) initiative of 
MeitY at the Centre for Development of Advanced Computing, Kolkata, pioneers a groundbreaking concept of 
Agri-factories. 
• 
These facilities integrate agri-produce lines with value-added agri-product lines, ensuring control over quality, 
quantity, and costs. Through this innovative approach, dependency on open agri-produce markets diminishes. 
CPAM’s mission encompasses enhancing time-to-market, market resilience, and establishing product-
independent manufacturing lines for value-added agri-products, introducing AM to the sector for the first time 
"
MeitY_Annual_Report_2025_26.pdf,158,fabrication,"Innovate and Design in India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
156
NCQMT is supporting the goals of the National Quantum Mission through indigenous innovation, technology transfer, 
and start-up incubation. 
5.4.9	 MeitY-NSF: Machine Learning Guided 3D Printing of Self-Healing Sustainable Concrete from Waste 
Materials
• 
Concrete, primarily composed of Ordinary Portland Cement (OPC), is the most widely used construction material 
globally. However, OPC production contributes nearly 8% of human-induced global carbon emissions, making the 
development of sustainable alternatives a key environmental priority. Furthermore, the brittle nature of concrete 
leads to frequent structural damage due to environmental exposure. To address these challenges, the proposed 
project focuses on developing 3D-printed sustainable, self-healing concrete using industrial waste materials and 
marine organisms, supported by machine learning (ML)-driven autonomous printing technology.
• 
The project aims to create sustainable, self-healing concrete by replacing OPC and natural aggregates with spent 
foundry sand and recycled PET plastic, while incorporating carbonic anhydrase enzyme to enable autonomous 
crack healing through calcium carbonate deposition. It also targets multifunctionality through dual-nozzle 3D 
printing of multilayer concrete with silk–algae hydrogel coatings—silk waste providing thermal insulation and 
algae supporting CO₂ capture and O₂ generation. 
5.4.10	 MeitY-NSF: Alloy Design and Processing Science for Additive Manufacturing of Rare Earth Permanent 
Magnets
• 
Additive manufacturing (AM) of rare-earth magnets is gaining importance for its ability to create complex designs 
with minimal material waste. These magnets are vital for green energy systems such as wind turbines and electric 
vehicles. The project focuses on developing AM processes to fabricate high-performance isotropic and anisotropic 
magnet. 
• 
The project focuses on alloy design, process optimization, and fabrication of dense magnet with high coercivity. 
It aims to establish standardized AM processes, develop tailored alloy compositions, and explore potential for 
industrial-scale production. The objectives include achieving high coercivity, understanding process–microstructure 
correlations, and producing magnets with an optimal balance of remanence and coercivity.
5.4.11 	 MeitY-NSF: Energy-Efficient Quantum Materials-Based Magnetic Tunnel Junctions for Unconventional 
Computing Applications
• 
Advancements in technology have created a demand for smaller, faster, non-volatile, and energy-efficient spintronic 
devices. Spin-based devices, such as magnetic memory (hard drives and MRAM) and spin logic systems, are 
also being explored for emerging computing paradigms like bioinspired, probabilistic, and Ising-based computing. 
The key challenge lies in identifying suitable materials that combine high speed, low power consumption, non-
volatility, and long endurance. Magnetic tunnel junctions (MTJs), consisting of two magnetic layers separated by 
an insulating barrier, are central to many spintronic applications, including probabilistic computing. 
• 
The project aims to develop quantum materials-based magnetic tunnel junctions (MTJs) for energy-efficient 
computing. It aims to overcome limitations of conventional systems through Stochastic Computing Computational 
Random-Access Memory (SC-CRAM) built on quantum MTJs. 
5.4.12	 CoE on products based on Li-ion (Post Cell): 
• 
In order to boost the mobile and other electronic industries in the country, a Centre of Excellence (CoE) for 
Products based on Li-ion Cells (Post-Cell) has been set up at CDAC Noida in association with the Industry 
Association – India Cellular and Electronics Association (ICEA) & financially sponsored by Ministry of Electronics 
"
MeitY_Annual_Report_2025_26.pdf,170,"fabrication, testing","Innovate and Design in India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
168
successfully recorded and benchmarked against the GE-4C probe. It has also been validated as per ISO and 
IEC requirements for biocompatibility and electrical safety. Clinical trial protocols are approved, and fabrication of 
additional is in progress for clinical trials. These achievements mark an important step towards self-reliant medical 
imaging and open the path for developing advanced ultrasound transducers in India.
• 
Self-contained X-ray blood irradiator system:
	
The self-contained X-ray blood irradiator system uses high-dose X-rays to treat blood products and prevent 
transfusion-associated graft versus host disease (TA-GVHD) in immuno-compromised patients. SAMEER has 
developed two such units with financial support from MeitY. The system is fully shielded, safe, reliable, and 
provides a consistent high dose rate without requiring additional radioprotection measures.
 
Electrical safety testing has been completed and certification obtained. SAMEER has also received AERB 
authorization as an approved supplier of X-ray blood irradiator systems, and the CDSCO test licence is in place. 
All required AERB radiation safety QA tests have been completed and submitted for type approval, and the AERB 
inspection process is currently underway. Once type approval is granted, the indigenous system will be deployed 
at the user hospital for clinical validation.
• 
Design and Development of EEG Based Real-Time Depth of Anesthesia (DoA) Monitoring System: 
	
The project aims to develop an indigenous real-time Depth of Anesthesia (DoA) monitoring system using EEG 
signals. A machine learning model is being trained on a locally compiled clinical EEG database, which will help 
improve the accuracy of DoA estimation for all age groups and for different anesthetic drugs. The trained model 
is implemented on an FPGA to validate the software results on hardware.
	
Clinical EEG data from 1,581 surgical patients have been collected and processed. Using reverse feature 
elimination, 11 key EEG features were identified. A Neural Network Regression model was developed. The 
hardware architecture for the Pre-Processing Unit, Feature-Extraction Unit, and Machine Learning Unit has been 
designed, implemented on FPGA, and successfully validated with clinical data. An FPGA-based prototype was 
also tested in real time during surgery at JNIMS Imphal. The ASIC design, including RTL and physical design, has 
been completed, and a fabrication of ASIC is yet to done. 
• 
Development of focused Compact Microwave Hyperthermia Applicator for small cancerous tumors:
	
The project aims to design and develop a non-invasive, compact, and focused hyperthermia applicator operating 
in the ISM band (2.45 GHz) for the treatment of superficial melanoma lesions and small tumors located in sensitive 
regions such as the face, neck, and nose. By combining focused RF power delivery with integrated temperature 
monitoring, the system provides a precise and localized therapeutic option for controlled hyperthermia treatment.
	
A prototype applicator has been successfully designed, fabricated, and evaluated (Fig. 1a). The applicator 
uses a double-spiral antenna along with a reflector structure (Fig. 1b) to improve forward radiation and achieve 
better focusing at the target depth. Experimental testing was carried out to study temperature rise and Specific 
Absorption Rate (SAR) using ex-vivo tissue samples (Fig. 1c) and head-simulating liquid phantoms (Fig. 1d) at 
2.45 GHz.
	
The primary objective of these measurements was to quantify the SAR distribution at different depths inside the 
phantom to assess the focusing capability and therapeutic effectiveness of the applicator.
• 
Development of High Energy Linac for Medical and other Applications
	
The project focuses on the design and development of a high-energy electron Linear Accelerator (LINAC) capable 
of accelerating electrons up to 30 MeV with a beam power of 5–10 kW. Such a LINAC has significant applications 
in medical radioisotope production (especially Mo-99/Tc-99m), neutron imaging, non-destructive testing, and 
"
MeitY_Annual_Report_2025_26.pdf,201,"fabrication, testing","Skill India:
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
199
utilizing advanced tools. Key objectives include promoting awareness of cyber laws, enhancing data security, enabling 
efficient technology use in governance, building incident response capacity, fostering collaboration among stakeholders, 
and bridging the digital divide in remote areas. The program also emphasizes public awareness, integrates a Learning 
Management System (LMS), and develops a Virtual Training Environment (VTE) for hands-on cyber security training.
By December 2025, the Resource Centre’s have trained 
8,714 Government Officials. The Awareness training 
(6 hrs) has been completed, and the Basic training (20 
hours) is currently ongoing. Additionally, cybersecurity 
labs have been established in each Northeast (NE) state 
capital (8 locations) and in 9 selected district locations 
across NE states, making a total of 17 fully set-up labs. 
The development of a Virtual Training Environment (VTE) 
has been completed, and the Learning Management 
System (LMS) is fully developed and live.
7.4.6	 Finishing School Program on 3D Printing & Additive Manufacturing Technology for Engineering Students 
of West Bengal and Bihar:
The Ministry of Electronics and Information Technology (MeitY) has approved the project titled “Finishing School 
Program on 3D Printing & Additive Manufacturing Technology for Engineering Students of West Bengal and Bihar” for 
a duration of 60 months, from 05.08.2024. The programme is being implemented to establish state-of-the-art Centres 
of Excellence (CoEs) equipped with modern 3D printing and additive manufacturing facilities in selected engineering 
colleges across West Bengal and Bihar. The primary objective of the project is to equip engineering students and 
youth with industry-relevant theoretical knowledge and hands-on skills in emerging manufacturing technologies. The 
programme focuses on bridging the industry–academia gap through practical modules, workshops, and boot-camp 
programmes aligned with current and future industrial requirements. 
By December 2025, 7 state-of-the-art Centres of Excellence (CoEs) have been established across West Bengal and 
Bihar as regional hubs for training and innovation in 3D Printing and Additive Manufacturing Technology. These centres 
are equipped with advanced 3D printing systems covering multiple technologies such as FDM, LDM, PolyJet, SLA, and 
DMLS, along with post-processing facilities including Ultrasonic Cleaners, Water Jet systems, Agitation Tanks, and 
Sintering Stations. Structured Light 3D Scanners have also been deployed to support reverse engineering applications. 
1,360 students have successfully completed the training programme, while an additional 530 students are currently 
undergoing training. 
7.4.7	 Chips to Startup (C2S) Programme
Chips to Start-up (C2S) Programme is an umbrella programme initiated by Ministry of Electronics and Information 
Technology (MeitY) with an outlay of Rs. 250 Crore for 5 years in the year 2022 with an aim to generate 85,000 number 
of industry-ready manpower at B.Tech, M.Tech, and PhD levels specialized in semiconductor chip design, VLSI (Very 
Large-Scale Integration) and embedded system design areas and create vibrant fabless chip design ecosystem in the 
country. Against the target of generation of 85,000 manpower by the year 2027, total 67,000 manpower at B.Tech, 
M.Tech & PhD levels have been enrolled till date and are being trained under the Programme.
The Programme takes a comprehensive approach by offering students complete hands-on experience in chip design, 
fabrication, and testing. This is achieved through regular training sessions, conducted in collaboration with industry 
partners, and by providing mentorship and access to chip design, fabrication & testing resources to students, including 
state-of-the-art EDA (Electronic Design Automation) tools, access to semiconductor foundries for fabricating their chips 
"
