candidate_id,company_candidate,project_type_candidate,state_candidates,investment_candidates_crore,capacity_candidates,source_document,source_page,evidence_score,has_investment_signal,has_capacity_signal,has_company_signal,possible_existing_company,discovery_status,verified_company,verified_project_type,verified_state,verified_approval_date,verified_investment_crore,verified_capacity_value,verified_capacity_unit,verified_capacity_category,verified_technology,verified_technology_partner,final_verification_status,matched_text
EXP-CAND-0038,opportunities include implementing the R&D,Semiconductor Fab,,250.0; 1000.0; 76000.0,,MeitY_Annual_Report_2024_25.pdf,129,3,True,True,True,False,HIGH_PRIORITY_REVIEW,,,,,,,,,,,PENDING,"Innovate and Design in India
foundries for fabricating their chips etc. These
opportunities include implementing the R&D
(Research & Development) projects under C2S
Programme for development of working prototypes
of ASICs (Application-Specific Integrated Circuits),
Systems/ SoCs (System-on-Chips), and IP
(Intellectual Property) Core designs. Total 25,000+
number of engineering students have been trained
at 113 organizations under C2S Programme till
date
(ii) Design Linked Incentive (DLI) Scheme:
Government of India has approved the ‘Modified
Electronic Soil Nutrients Analyzer (ESNA) Programme for Semiconductors and Display Fab
Ecosystem’ with an outlay of ₹76,000 crore in order
5.2.3 Initiatives under Microelectronics and
to catalyse the semiconductor & display ecosystem
Nanotechnology areas
in the country. The Design Linked Incentive (DLI)
5.2.3.1 Some of the technologies developed/ are being Scheme has been approved as part of it with an
developed indigenously under the R&D projects initiated outlay of Rs. 1000 Crore to offset the disabilities in
in Microelectronics area are: the domestic semiconductor chip design industry
as well as move up in value-chain and strengthen
(i) Chips to Start-up (C2S) Programme: has been
the semiconductor chip design ecosystem in
initiated by MeitY as capacity building programme
the country. The DLI Scheme offers financial
at 113 organizations (including 100 academia/
incentives & design infrastructure support to
R&D originations and 13 Start-ups/ MSMEs) with
domestic companies, start-ups and MSMEs across
an outlay of Rs. 250 Crore for duration of 5 years in
various stages of development & deployment of
the year 2022. C2S Programme aims to generate
semiconductor chips.
industry-ready 85,000 number of manpower at
113 organizations (including academic institutions, 52 design companies (including start-ups
R&D organizations, start-ups, MSMEs) at B.Tech, and MSMEs) have been approved for design
M.Tech and PhD levels specialized in the area of infrastructure support under the DLI Scheme. Out
VLSI and Embedded System Design and leapfrog of these, 15 companies have also been approved
in ESDM space by way of inculcating the culture of for financial support for developing semiconductor
Chip/ System-on-Chip (SoC)/ System Level Design chip/ SoCs for applications in sectors such as
at Bachelors, Masters and Research level and act automotive, mobility, computing, communications
as a catalyst for growth of Start-ups involved in etc.
semiconductor design in the country. (iii) Microprocessor Development Programme:
The Programme takes a comprehensive Family of 32-bit/ 64-bit Microprocessor has been
approach by offering students complete hands-on indigenously designed using Open-Source ISA
experience in chip design, fabrication, and testing. (Instruction Set Architecture) along with reusable
This is achieved through regular training sessions, IP Cores by C-DAC, IIT Madras & IIT Bombay.
conducted in collaboration with industry partn"
EXP-CAND-0040,manufacturing and service sectors of the electronics and,,,466.0,,MeitY_Annual_Report_2024_25.pdf,173,3,True,True,True,False,HIGH_PRIORITY_REVIEW,,,,,,,,,,,PENDING,"CHAPTER
7
Skill India
Capacity Building
Activities of the HRD Division, MeitY are targeted to • 72 Full-time and 107 Part-time PhD candidates
support the availability of trained human resources for the currently pursuing PhD
manufacturing and service sectors of the electronics and
• 158 Young Faculty Research Fellowships awarded
IT industry. Initiatives include identifying gaps emerging
• 85 Patents filed
from the formal sector and planning programmes in
non-formal and formal sectors to meet these gaps. This • 5750 Research Papers published
includes skill development in the domain of electronics • Workshops held for assessment of quality of
and IT and related areas. The skill development activities research
of the Ministry are primarily being taken up by its two
Research has been undertaken under the scheme in
autonomous societies viz. National Institute of Electronics
emerging research areas viz. Image Processing, DSP,
and Information Technology (NIELIT), and Centre for
Pattern Recognition, 3D Printing, 5G Communications,
Development of Advanced Computing (C-DAC). In
AI, Big Data, Blockchain, Distributed Computing,
addition, the various organizations and attached offices
Cyber Security, Green and Sustainable ICT, Quantum
under the Department viz. ERNET India, Digital India
Computing/ Communication, Semiconductor Design
Corporation, CSC E-Governance Services India Limited,
etc. Some of the granted Patents of Visvesvaraya PhD
STQC, NIC, etc. are also engaged in training various
Scholars:
stakeholders in small numbers. The following schemes/
projects are under implementation for capacity building • Method of Reducing DoS Attacks Using Voice
and skill development in the domain of E&ICT: Response in IoT Systems
7.1 Post Graduate and Doctorate Level • System for providing energy management in smart
grid environment
7.1.1 Visvesvaraya PhD Scheme for Electronics & IT
• System For Detecting Type of Sleep Disorders and
MeitY, with the approval of the Cabinet Committee on Method of Operating Thereof
Economic Affairs (CCEA) had initiated ‘Visvesvaraya • Electrochemical Measurement of Creatinine in
PhD Scheme’ with the objective to enhance the number Serum
of PhDs in Electronics System Design & Manufacturing
• A Device for Assessment of Seed Pre-Treatments
(ESDM) and IT/IT Enabled Services (IT/ITES) sectors
in the country in 2014. Phase-I of Visvesvaraya PhD • Spoof Recognition in an Ear Biometric System
Scheme with a budget of `466 Crores, initially approved • Image Compression for Transmission
for 9 years from 2014, is extended till Mar 2025.
• A Novel Microfluidic Approach for Bio-Mems
Status of Phase-I of the Scheme: Applications
• 754 Full-time and 158 Part-time PhD candidates • A completely miniaturized on-chip electron
completed their PhD paramagnetic resonance sensor
• 62 Full-time and 08 Part-time PhD candidates
submitted Thesis
Annual
Ministry of Electronics & Information Technology REPORT 171
2024-2025"
EXP-CAND-0042,incubated and 6 products launched by these startups,,Tamil Nadu; Delhi,27.0; 54.61,,MeitY_Annual_Report_2024_25.pdf,257,3,True,True,True,False,HIGH_PRIORITY_REVIEW,,,,,,,,,,,PENDING,"Attached Offices and Societies
• M/s Sarv Webs Pvt. Ltd. (Product Name: Sarv Hub shall support 200 start-ups in the hub & spoke model
Wave) and provide acceleration and infrastructural service. In
addition, 200 numbers of start-ups will be accelerated in
• M/s People Link Unified Communications Pvt Ltd’
deep tech/emerging tech. So far, 24 startups have been
(Product name: Insta VC)
incubated and 6 products launched by these startups.
NIC has created a secure infrastructure for “Vconsol”
9.10 Digital India Corporation (DIC)
product at National Data Centre New Delhi with a
capacity of around 1000 concurrence users and started
9.10.1 Introduction
rolling out the services for the Government of India uses
in the brand name of “BharatVC”. More than 3 Lakh VC Digital India Corporation (DIC) is a not-for-profit company
meetings have been held on Bharat VC as on July 31, set up & promoted by the Ministry of Electronics and
2024. Information Technology (MeitY), Govt. of India. The
Company leads & guides in realising the vision, objectives
9.9.10 Centre of Entrepreneurship on Industry 4.0 at
and goals of the Digital India program. It provides strategic
Rashtriya ISPAT Nigam Ltd. - Visakhapatnam Steel
support to Ministries / Departments of Centre / States
Plant (RINL-VSP)
to carry forward the mission of Digital India by way of
The demand for Industry 4.0 products and solutions is capacity building for e-Governance projects, promoting
going to rise exponentially in the backdrop of growing best practices, encouraging Public-Private Partnerships
Industrial Automation. Strengthening domestic (PPP), nurturing innovations and technologies in various
capabilities of Industry 4.0 products & solutions will take domains.
the domestic industry up the value chain significantly by The company encompasses 7 Independent Business
way of an increase in products, patents & IPR. In order to Divisions (IBDs) viz. KIDIC Core or Technology
boost start-ups in these fields, a Centre of Excellence in Development & Deployment Division (TDDD), NeGD
the field of Industry 4.0 at RINL Visakhapatnam has been (National e-Governance Division), MyGov, MeitY Startup
established. It will nurture around 175 innovative startups Hub (MSH), India Semiconductor Mission (ISM), Digital
over a period of five years. India Bhashini Division (DIBD) and INDIAai.
The CoE facility includes an area of 6,000 Sq.ft. with the
9.10.2 DIC Core or Technology Development &
state-of-the-art incubation facility housed on the campus
Deployment Division
of RINL-VSP. This CoE has domain-specific physical
laboratories like IIoT, AI/ML & AR/VR and Industrial 9.10.2.1 Poshan Tracker
Automation, Robotics, Drone & 3D printing setup with
‘Poshan Tracker’ is a mobile-based application for
the required equipment and software in the domain
dynamic identification of stunting, wasting, and under-
to support the startups. So far, 10 startups have been
weight prevalence among children and last-mile tracking
onboarded, resulting in t"
EXP-CAND-0002,"Incentive (PLI) Scheme, the Semicon India Programme (SIP), the Scheme for Promotion of Manufacturing of Electronic",,,,,MeitY_Annual_Report_2025_26.pdf,14,3,True,True,True,False,HIGH_PRIORITY_REVIEW,,,,,,,,,,,PENDING,"Incentive (PLI) Scheme, the Semicon India Programme (SIP), the Scheme for Promotion of Manufacturing of Electronic
Components and Semiconductors (SPECS), and Electronics Manufacturing Clusters (EMC 2.0). Further, Electronics
Component Manufacturing Scheme (ECMS) was notified on 08th April 2025 to develop a robust electronics component
manufacturing ecosystem in India. These measures have significantly strengthened domestic manufacturing capacity.
As a result, the production of electronic goods increased from `6.41 lakh crore in FY 2021–22 to `11.32 lakh crore in FY
2024–25, registering a compound annual growth rate of 20.91 per cent. Electronics products now rank among India’s
top three export categories.
Within this broader manufacturing expansion, India has emerged as the world’s second-largest manufacturer of
mobile handsets by volume. To further consolidate its manufacturing ecosystem, the Government has taken decisive
steps towards building a diversified, resilient, and sustainable semiconductor and display manufacturing landscape. A
landmark milestone in India’s semiconductor journey was achieved with the launch of the first “Made in India” chips
from a pilot production line, laying the foundation for long-term self-reliance. Complementing domestic efforts, India
has entered into Memoranda of Understanding (MoU) with key global partners, including the United States, Japan, the
European Union, and Singapore, to strengthen resilient and diversified supply chains.
Alongside advances in hardware and manufacturing, India has made substantial progress in artificial intelligence by
facilitating broad-based access to AI infrastructure and resources. High-end AI compute capacity has been expanded
through infrastructure comprising over 38,000 GPUs, established in partnership with 14 cloud service providers. AIKosh,
the national AI dataset platform, has onboarded 3,011 datasets and 243 AI models from 39 organisations across 20
sectors, including agriculture, health, governance, urban infrastructure, and the environment. The release of the India AI
Governance Guidelines in November 2025 marked a significant step towards ensuring safe, responsible, and inclusive
AI development. India is also set to host the AI Impact Summit, centred on the theme “Welfare for All, Happiness of All”,
with a focus on democratising AI and addressing the priorities of the Global South.
These advances are underpinned by the rapid expansion of digital infrastructure, particularly data centres, which have
emerged as the backbone of India’s digital economy. Their growth is being driven by widespread digitalisation across
government and industry, increasing adoption of artificial intelligence, and growing reliance on cloud services. Supporting
this expansion, the Government Infrastructure Cloud (GI Cloud – MeghRaj) has reinforced India’s cloud ecosystem by
enabling optimal utilisation of IT infrastructure and accelerating the deployment of e-Governance applications, including
dig"
EXP-CAND-0008,Product Design Linked Incentive (DLI) of up to 50% of the eligible expenditure subject to a ceiling of `15 Crore,ATMP,Gujarat,15.0; 30.0; 22516.0,14 million units; 1500 WSPM,MeitY_Annual_Report_2025_26.pdf,92,3,True,True,True,False,HIGH_PRIORITY_REVIEW,,,,,,,,,,,PENDING,"Make in India
Fab and Semiconductor Assembly, Testing, Marking and Packaging (ATMP) / Outsourced Semiconductor
Assembly and Test (OSAT) facilities in India.
iv. Product Design Linked Incentive (DLI) of up to 50% of the eligible expenditure subject to a ceiling of `15 Crore
per application and also “Deployment Linked Incentive” of 6% to 4% of net sales turnover over 5 years subject to
a ceiling of `30 Crore per application for incentivizing chip design
Government has also approved the modernization of Semi-Conductor Laboratory, Mohali under the Programme.
3.3.9.1 India Semiconductor Mission (ISM):
India Semiconductor Mission (ISM) as an Independent Business Division under the Digital India Corporation, has been
nurturing India’s strategies for developing Semiconductors and display ecosystem focussed on the objectives namely-
• Promoting development of indigenous products/ technologies via suitable mechanisms/ infrastructure facilities
• Enabling cutting-edge research and development and curating pool of skilled manpower.
• Encouraging technology transfer by networking/ partnerships with national and international entities.
• Assisting in obtaining monetary support through requisite fund mechanisms/ grants schemes, etc.
• Facilitating adoption of secure microelectronics and developing a trusted semiconductor supply chain.
3.3.9.2 Modernization of Semi-Conductor Laboratory (SCL), Mohali
The Union Cabinet has also approved that Ministry of Electronics and Information Technology will take requisite steps
for modernization and commercialization of Semi-conductor Laboratory (SCL), Mohali. Semi-conductor Laboratory
(SCL), Mohali has been brought under the administrative control of Ministry of Electronics and Information Technology
from Department of Space
SCL is an Integrated Device Manufacturer which undertakes activities pertaining to design, development, fabrication,
assembly & packaging, testing and quality assurance of Silicon CMOS and MEMS Devices for various applications.
Presently, SCL has two wafer fabrication lines, i.e., 200 mm wafer line operating in 180nm CMOS technology and 150
mm wafer line for MEMS technology. SCL predominantly caters to low volume requirements for various applications.
Boston Consulting Group (BCG) has been engaged to provide consultancy services for the Modernization of Semi-
Conductor Laboratory, Mohali.
The primary focus of the modernization of SCL is the 8-inch 180nm CMOS fab-line with the following outlined objectives:
(i) Augment the capacity of the line to at least 1500 WSPM, build redundancy and improve operational performance
(ii) Enhance technological capability to support broader needs of government, academia and industry
(iii) Ensure operational continuity and improved customer commitment.
As part of its modernization, SCL published RFP and invited proposals to upgrade its chip manufacturing facilities.
Through this RFP, SCL intends to engage experienced Contractor(s) for augmentation and enhancement of the e"
EXP-CAND-0010,"mobility, computing, communications etc namely - DV2JS Innovation LLP, Vervesemi Microelectronics, Fermionic",,,,,MeitY_Annual_Report_2025_26.pdf,94,3,True,True,True,False,HIGH_PRIORITY_REVIEW,,,,,,,,,,,PENDING,"Make in India
• 100 start-ups and MSMEs companies have been approved for design infrastructure support under the DLI Scheme
made available by ChipIN Centre at C-DAC Bengaluru. Out of these, 24 applications have also been approved
for financial support for developing semiconductor chip/ SoCs for applications in sectors such as automotive,
mobility, computing, communications etc namely - DV2JS Innovation LLP, Vervesemi Microelectronics, Fermionic
Design, Morphing Machines, Calligo Technologies, Sensesemi Technologies, Saankhya Labs, Aryabhata Circuits
and Research Labs, BigEndian Semiconductors, C2i Semiconductors, Aheesa Digital Innovations, Mindgrove
Technologies, InCore Semiconductors, Netrasemi, Green PMU Semi, WiSig Networks, MosChip Technologies,
MbIt Wireless, Multi Nano Sense Technologies Pvt. Ltd., Sophrosyne Technologies Pvt. Ltd. MMRFIC Technology
Pvt. Ltd. and Incise Infotech Limited.
3.3.9.4 International Collaborations in the field of Semiconductors:
Becoming a self-sufficient chip manufacturing nation is a complex and multifaceted endeavour that depends on
various factors, including technological advancements, research and development (R&D), skilled labour, investment,
infrastructure development, policy support, and global market dynamics. Recognising the internationally integrated
nature of Semiconductor Industry, Government of India started engaging with other countries to establish a resilient
Semiconductor Supply Chain and Innovation Partnership.
• MoU with USA: Government of India had signed MoU with USA for establishing semiconductor supply chain
and innovation partnership under the framework of India-Unites States Commercial Dialogue to enhance bilateral
collaboration on opportunities to advance resilient semiconductor supply chains and leverage complementary
strengths.
• MoC with Japan: Government of India has also signed a Memorandum of Cooperation (MoC) with Government
of Japan for “Semiconductor Supply Chain Partnership” to strengthen cooperation between Japan and India
towards the enhancement of semiconductor supply chain.
• MoU with European Union: Government of India has signed an MoU with EU, to deepen cooperation on
semiconductor ecosystem, its supply chains and innovation and leverage complementary strengths by exchanging
best practices w.th regard to their respective semiconductor strategies and programs.
• MoU with Singapore: Government of India has signed an MoU with Singapore to establish the “India-Singapore
Semiconductor Ecosystem Policy Dialogue,” aimed at enhancing cooperation in semiconductor supply chains,
R&D, business partnerships, and workforce development, while promoting joint initiatives to boost resilience and
growth in the semiconductor industry.
• MoU with Netherlands: A Memorandum of Understanding between Ministry of Electronics & Information
Technology, Government of the Republic of India and Ministry of Economic Affairs of the Netherlands and
the Ministry of Foreign Affairs of the Kingdom of the"
EXP-CAND-0011,• Reopening of the EDA tool access window under the Design Linked Incentive (DLI) scheme,Semiconductor Manufacturing,Karnataka; Odisha,,,MeitY_Annual_Report_2025_26.pdf,96,3,True,True,True,False,HIGH_PRIORITY_REVIEW,,,,,,,,,,,PENDING,"Make in India
The key announcements that were made during the event are:
• Reopening of the EDA tool access window under the Design Linked Incentive (DLI) scheme.
• Selection of 30 semi-finalists under the Digital India RISC-V Grand Challenge.
• GlobalFoundries’ support for DLI-approved companies through the India Foundry Connect program.
• Collaboration between ChipIN Center and Odisha’s O-Chip program to boost fabless design in the state.
• Moschip Technologies unveiled the roadmap for the indigenous VIDYUT chip for smart energy meters.
• NetraSemi and PRAMA India announced a partnership to integrate indigenous chips into CCTV surveillance
devices.
• C-DAC signed MOUs with international partners to advance cryogenic chip design and hybrid quantum computing
capabilities.
3.3.9.7 Employment
The semiconductor manufacturing facilities will generate direct employment of more than 25 thousand advanced
technology jobs and about 60 thousand indirect jobs.
3.3.9.8 R&D Road map
• Applied Materials Inc. (AMAT) has announced a planned investment of $400 Mn to establish Collaborative
Engineering Centre in Bangalore. During the initial 5 years. the center would support $2Bn+ of spending and
create ~500 advanced engineering jobs. This initiative will facilitate R&D collaboration amongst R&D team of
Applied Materials, Indian academic institutions and R&D team of vendors of Applied Materials. This will also help
in development and sourcing of components/sub-assemblies required for the AMAT’s semiconductor equipment.
• Advanced Micro Devices: Advanced Micro Device (AMD) announced plan to invest approximately $400 Million
over the next five years to expand Research, Development and Engineering Operations in India. The planned
investment includes a new AMD campus in Bangalore, Karnataka that will serve as the company’s largest design
center, as well as the addition of approximately 3,000 new engineering roles by the end of 2028. AMD committed
to an investment of $73Mn for Year 2024 and $32Mn for Year 2025 as a part of $400Mn investment. It has hired
980 Engineers, including 22% women.
• Microchip: Microchip Technology announced a $300 million investment plan to expand its operations in India. To
strengthen its presence in India, the company has inaugurated a new research and development (R&D) facility
at One Golden Mile Office Tower in Hyderabad. This 168,000-square-foot center, which has a capacity for 1,000
employees, joins Microchip’s existing developments in Bengaluru and Chennai. Microchip has added more than
94 RAnnEuaPl ORT Ministry of Electronics & Information Technology, Government of India
2025-2026"
EXP-CAND-0012,• Applied Materials Inc,Packaging,Karnataka,,,MeitY_Annual_Report_2025_26.pdf,97,3,True,True,True,False,HIGH_PRIORITY_REVIEW,,,,,,,,,,,PENDING,"Make in India
200 engineers to the workforce. The Phase II office of Microchip is underway to add more than 1200 engineers in
Chennai.
MoU with Singapore: Government of India has recently signed an MoU with Singapore to establish an “India-Singapore
Semiconductor Ecosystem Policy Dialogue”. The Policy Dialogue will be used as a platform to:
• Discuss semiconductor supply chain related issues;
• Exchange best practices to leverage opportunities for growth in the global semiconductor industry;
• Explore areas for mutually beneficial semiconductor R&D collaboration;
• Encourage collaboration between Singapore-based and India-based companies towards mutually beneficial
semiconductor related business opportunities and partnerships;
• Consider initiatives to enhance semiconductor supply chain resilience, based on areas of mutual strength such as
fabs, packaging, design, equipment, specialty chemicals and gases, semiconductor grade materials; and
• Promote Industrial Parks and workforce development for mutual benefit
3.3.9.8 R&D Road map
• Applied Materials Inc. (AMAT) has announced a planned investment of $400 Mn to establish Collaborative
Engineering Centre in Bangalore. During the initial 5 years. the center would support $2Bn+ of spending and
create ~500 advanced engineering jobs. This initiative will facilitate R&D collaboration amongst R&D team of
Applied Materials, Indian academic institutions and R&D team of vendors of Applied Materials. This will also help
in development and sourcing of components/sub-assemblies required for the AMAT’s semiconductor equipment.
• Advanced Micro Devices: Advanced Micro Device (AMD) announced plan to invest approximately $400 Million
over the next five years to expand Research, Development and Engineering Operations in India. The planned
investment includes a new AMD campus in Bangalore, Karnataka that will serve as the company’s largest design
center, as well as the addition of approximately 3,000 new engineering roles by the end of 2028. AMD committed
to an investment of $73Mn for Year 2024 and $32Mn for Year 2025 as a part of $400Mn investment. It has hired
980 Engineers, including 22% women.
• Microchip: Microchip Technology announced a $300 million investment plan to expand its operations in India. To
strengthen its presence in India, the company has inaugurated a new research and development (R&D) facility
at One Golden Mile Office Tower in Hyderabad. This 168,000-square-foot center, which has a capacity for 1,000
employees, joins Microchip’s existing developments in Bengaluru and Chennai. Microchip has added more than
200 engineers to the workforce. The Phase II office of Microchip is underway to add more than 1200 engineers in
Chennai.
3.3.10 Investment Promotion to Attract Investment in ESDM Sector
3.3.10.1 Promotion of ECMS, PLI, SPECS, EMC 2.0 and Schemes for Development of Semiconductors and
Display Manufacturing Ecosystem in India
To boost investment in India’s Electronics System Design and Manufactur"
EXP-CAND-0014,has been incubated recently for the product Educational,Semiconductor Fab,Delhi,10.0; 10.79; 13.08; 35.32; 41.6; 60.0; 83.08; 300.0,,MeitY_Annual_Report_2025_26.pdf,103,3,True,True,True,False,HIGH_PRIORITY_REVIEW,,,,,,,,,,,PENDING,"Make in India
The technology has been transferred to M/s SPMCIL and got ordered of more than ` 300 crore from Delhi Excise
Department etc. The other startup M/s Likhotronics Pvt. Ltd. has been incubated recently for the product Educational
Kits using special inks. In addition, 5 technologies of the centre have been transferred to industries/start-ups for
commercialization. Several companies have invested in the centre for R&D, prototype & product developments etc.
The Centre is working closely with industries to meet their requirement in this thematic area and developed various
prototypes like Temperature Sensors for Milk Adulteration & Gas Sensors for Food Spoilage, Smart Label with tamper
evident tracking, OLED Display, Handheld Infrared Thermometer, Screen-printed sensor for Bilirubin detection in
Serum, Warm Hug/Heater Jackets, TFT Array, Sensor for Breast Cancer detection, Smart IV Bottle, Piano keyboard
on paper etc.
Based on achieving of targeted objectives & milestones successfully and steer the centre activities ahead, the Ministry
of Electronics & IT (MeitY) accorded approval to IIT-Kanpur on 24.11.2023 for initiation of Phase-II activity with a
project cost of ` 83.08 crore including Government Grant-in-aid of ` 60.00 crore from MeitY, ` 10.00 crore as industry
contribution and `13.08 crore from IIT-Kanpur. As on date, MeitY has released a Grant-in-aid of `10.79 crores to IIT-K
towards the Phase-II of the project. Under the Phase-II, prima-facie, the prototypes /technological applications in the
field of “Level & Packaging, Strategic and Healthcare sector (but not limited to)” has been considered to address the
technological requirement of the industry/organization in these sectors. The canter facility is available for industry / start-
ups / academia / MSME /other organizations for active collaboration. Under Phase-II, 30 patents have been filed. The
following 2 Technologies have been transferred to the industry.
Product /Technology Industry Sector Status
Sensa Core Medical Technology Licensed to M/s
Bilirubin Sensor Healthcare
Instrumentation Pvt. Ltd. Sensa Core
LFIA based strips for Technology Licensed to M/s
Prompt Equipment Pvt. Ltd. Milk Safety
detection of bovine mastitis PROMPT Equipment’s
Further, 8 industrial projects have been initiated with relevant stakeholders including industries as well as Govt.
organizations. Under the Phase-II, 7 prototypes have been developed including sustainable sensing platform for
electrochemical sensors using sugarcane skin having varied applications from biosensing to heavy metal detection
and Li ion-based technology (coin cell) having capacity of > 30 mAH and under field trial. A lab prototype of a pouch
cell battery with 350 mAH capacity has also been developed and demonstrated to provide home-grown technological
solution for LED lights and power pack applications.
3.3.12.2 Next Generation AMOLED Displays, OLED Lighting and OPV Products
The project “Next Generation AMOLED Displays, OLED Ligh"
EXP-CAND-0018,"reliance, and inclusive development",,,1.5,,MeitY_Annual_Report_2025_26.pdf,197,3,True,True,True,False,HIGH_PRIORITY_REVIEW,,,,,,,,,,,PENDING,"7
Skill India:
Capacity Building
CHAPTER
India’s digital transformation agenda, anchored in the Digital India programme and aligned with the vision of Viksit
Bharat 2047, places strong emphasis on building future-ready skills to power economic growth, technological self-
reliance, and inclusive development. The country’s focus areas include high-impact and emerging technologies such as
Artificial Intelligence (AI), semiconductors and chip design, drones, additive manufacturing (3D printing), cybersecurity,
cloud computing, Internet of Things (IoT), quantum technologies, and advanced electronics. These domains are critical
for strengthening India’s digital public infrastructure, boosting manufacturing and innovation ecosystems, enhancing
national security, and positioning India as a global hub for deep-tech research, design, and deployment. Capacity building
and skill development are therefore central enablers of Digital India initiatives, supporting both industry competitiveness
and citizen-centric digital empowerment across urban and rural India.
Capacity Building and Skill Development Scheme is to build a robust talent pipeline and institutional ecosystem that
supports high-tech industry growth, deep-tech innovation, and inclusive digital empowerment. The strategic objectives
include: bridging advanced skill gaps with structured training/ experiential learning initiatives; indigenous localization of
contents; democratizing access via digital platforms and regional hubs; promoting inclusive outreach to underserved
groups and geographies; aligning curricula with industry needs and embedding competency-based assessments;
fostering sustained multi-stakeholder partnerships; and strengthening research and innovation capacity through centres
of excellence and incubation support, thereby significantly expanding skilled manpower and widening digital access.
This is proposed to be achieved through skilling and capacity building initiatives to cover 1.5 crore learners by 2030, with
a targeted focus on ensuring 25% representation from Tier-II and Tier-III cities, including synergy and alignment with the
National Education Policy (NEP) 2020 and the National Skills Qualification Framework (NSQF).
The scheme is implemented through a coordinated, multi-tier approach to ensure scale, quality, and last mile reach.
Policy alignment is ensured through collaboration with MSDE, MoE, and NITI Aayog, with regulatory oversight by
NCVET, UGC, and AICTE. IIITs, NITs, and IISc anchor advanced training, applied research, curriculum development,
and Centres of Excellence, supported by industry and academic content partners. Programme delivery is led by the
Ministry’s autonomous bodies, NIELIT, C-DAC, ERNET India, Media Lab Asia, STQC and NIC for digital enablement
and quality assurance. Industry relevance is ensured through partnerships with Sector Skill Councils, particularly
NASSCOM SSC, to align standards, curricula, and employability outcomes and at the ground level is "
EXP-CAND-0019,"Key objectives include promoting awareness of cyber laws, enhancing data security, enabling",Semiconductor Fab,Bihar; West Bengal,250.0,,MeitY_Annual_Report_2025_26.pdf,201,3,True,True,True,False,HIGH_PRIORITY_REVIEW,,,,,,,,,,,PENDING,"Skill India:
utilizing advanced tools. Key objectives include promoting awareness of cyber laws, enhancing data security, enabling
efficient technology use in governance, building incident response capacity, fostering collaboration among stakeholders,
and bridging the digital divide in remote areas. The program also emphasizes public awareness, integrates a Learning
Management System (LMS), and develops a Virtual Training Environment (VTE) for hands-on cyber security training.
By December 2025, the Resource Centre’s have trained
8,714 Government Officials. The Awareness training
(6 hrs) has been completed, and the Basic training (20
hours) is currently ongoing. Additionally, cybersecurity
labs have been established in each Northeast (NE) state
capital (8 locations) and in 9 selected district locations
across NE states, making a total of 17 fully set-up labs.
The development of a Virtual Training Environment (VTE)
has been completed, and the Learning Management
System (LMS) is fully developed and live.
7.4.6 Finishing School Program on 3D Printing & Additive Manufacturing Technology for Engineering Students
of West Bengal and Bihar:
The Ministry of Electronics and Information Technology (MeitY) has approved the project titled “Finishing School
Program on 3D Printing & Additive Manufacturing Technology for Engineering Students of West Bengal and Bihar” for
a duration of 60 months, from 05.08.2024. The programme is being implemented to establish state-of-the-art Centres
of Excellence (CoEs) equipped with modern 3D printing and additive manufacturing facilities in selected engineering
colleges across West Bengal and Bihar. The primary objective of the project is to equip engineering students and
youth with industry-relevant theoretical knowledge and hands-on skills in emerging manufacturing technologies. The
programme focuses on bridging the industry–academia gap through practical modules, workshops, and boot-camp
programmes aligned with current and future industrial requirements.
By December 2025, 7 state-of-the-art Centres of Excellence (CoEs) have been established across West Bengal and
Bihar as regional hubs for training and innovation in 3D Printing and Additive Manufacturing Technology. These centres
are equipped with advanced 3D printing systems covering multiple technologies such as FDM, LDM, PolyJet, SLA, and
DMLS, along with post-processing facilities including Ultrasonic Cleaners, Water Jet systems, Agitation Tanks, and
Sintering Stations. Structured Light 3D Scanners have also been deployed to support reverse engineering applications.
1,360 students have successfully completed the training programme, while an additional 530 students are currently
undergoing training.
7.4.7 Chips to Startup (C2S) Programme
Chips to Start-up (C2S) Programme is an umbrella programme initiated by Ministry of Electronics and Information
Technology (MeitY) with an outlay of Rs. 250 Crore for 5 years in the year 2022 with an aim to generate 85,000 number
of indu"
