ecosystem_id,source_project_id,project_scope,company,project_name,project_type,project_type_standardized,project_group,scheme,state,approval_date,approval_year,investment_crore,project_outlay_crore,financial_measure_type,financial_measure_crore,capacity_value,capacity_unit,capacity_category,technology,technology_partner,application,chip_node,source_document,source_url,source_authority,data_quality_flag,is_manufacturing,is_design,is_fab,is_osat,is_atmp,is_design_project,log_financial_measure,financial_rank_within_scope,financial_size_relative_to_scope_max,financial_zscore_within_scope,state_project_count,scope_state_project_count,scope_state_project_share,state_financial_total_crore,state_financial_share_within_scope,company_project_count,multi_project_company_flag,has_technology_info,has_application_info,is_ai_related,is_telecom_related,is_automotive_related,is_iot_related,is_medical_related,chip_node_nm,has_chip_node,capacity_available,log_capacity_value,has_technology_partner,approval_year_available,record_completeness_score,size_component,geographic_concentration_component,company_concentration_component,analytical_exposure_index,analytical_exposure_percentile
DLI-012,DLI-012,Semiconductor Design,Aheesa Digital Innovations Pvt. Ltd.,VEGA Processor based GPON ONT and Network SoC for FTTX and Broadband applications,Semiconductor Design,DESIGN,Design,Design Linked Incentive (DLI),Tamil Nadu,,,,41.4,DLI Project Outlay,41.4,,,,SoC; Processor,,Telecommunications,,"Lok Sabha Unstarred Question No. 6140, MeitY, Annexure-I, 01-04-2026",https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals,"Ministry of Electronics and Information Technology, Government of India",VERIFIED_OFFICIAL,0,1,0,0,0,1,3.7471483622379123,0.75,0.49431655363454,0.4739115720701361,4,4,0.16666666666666666,172.0511,0.2214984891723914,1,0,1,1,0,1,0,0,0,,0,0,,0,0,0.8,0.75,0.2214984891723914,0.0,0.32383282972413047,0.625
DLI-013,DLI-013,Semiconductor Design,Mindgrove Technologies Pvt. Ltd.,Vision SoC using Shakti processor for Edge Computing,Semiconductor Design,DESIGN,Design,Design Linked Incentive (DLI),Tamil Nadu,,,,47.86109999999999,DLI Project Outlay,47.86109999999999,,,,SoC; Processor,,,,"Lok Sabha Unstarred Question No. 6140, MeitY, Annexure-I, 01-04-2026",https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals,"Ministry of Electronics and Information Technology, Government of India",VERIFIED_OFFICIAL,0,1,0,0,0,1,3.8889815788794895,0.875,0.5714621740376348,0.8128142640478568,4,4,0.16666666666666666,172.0511,0.2214984891723914,1,0,1,0,0,0,0,0,0,,0,0,,0,0,0.6,0.875,0.2214984891723914,0.0,0.36549949639079715,0.75
DLI-014,DLI-014,Semiconductor Design,InCore Semiconductors Pvt. Ltd.,RISC-V multi-core super scalar processor for smartphones and edge AI,Semiconductor Design,DESIGN,Design,Design Linked Incentive (DLI),Tamil Nadu,,,,17.43,DLI Project Outlay,17.43,,,,RISC-V; Processor,,Artificial Intelligence,,"Lok Sabha Unstarred Question No. 6140, MeitY, Annexure-I, 01-04-2026",https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals,"Ministry of Electronics and Information Technology, Government of India",VERIFIED_OFFICIAL,0,1,0,0,0,1,2.9139797716817317,0.25,0.20811443308816502,-0.783381694820327,4,4,0.16666666666666666,172.0511,0.2214984891723914,1,0,1,1,1,0,0,0,0,,0,0,,0,0,0.8,0.25,0.2214984891723914,0.0,0.1571661630574638,0.16666666666666666
DLI-015,DLI-015,Semiconductor Design,MBit Wireless Pvt. Ltd.,Dualmode LTE Cat bis and NBIoT Baseband chipset for IoT applications,Semiconductor Design,DESIGN,Design,Design Linked Incentive (DLI),Tamil Nadu,,,,65.36,DLI Project Outlay,65.36,,,,NB-IoT,,IoT,,"Lok Sabha Unstarred Question No. 6140, MeitY, Annexure-I, 01-04-2026",https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals,"Ministry of Electronics and Information Technology, Government of India",VERIFIED_OFFICIAL,0,1,0,0,0,1,4.195094465322244,0.9583333333333334,0.7803992740471868,1.7306803111062437,4,4,0.16666666666666666,172.0511,0.2214984891723914,1,0,1,1,0,0,0,1,0,,0,0,,0,0,0.8,0.9583333333333334,0.2214984891723914,0.0,0.3932772741685749,0.8333333333333334
DLI-016,DLI-016,Semiconductor Design,Netrasemi Pvt. Ltd.,A High-End Edge-AI SoC with on-chip video analytics and vector processing computing,Semiconductor Design,DESIGN,Design,Design Linked Incentive (DLI),Kerala,,,,44.3,DLI Project Outlay,44.3,,,,SoC,,Artificial Intelligence,,"Lok Sabha Unstarred Question No. 6140, MeitY, Annexure-I, 01-04-2026",https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals,"Ministry of Electronics and Information Technology, Government of India",VERIFIED_OFFICIAL,0,1,0,0,0,1,3.8133070324889884,0.8333333333333334,0.5289425924157034,0.6260246498332709,2,2,0.08333333333333333,105.55,0.1358850105122601,2,1,1,1,1,0,0,0,0,,0,0,,0,0,0.8,0.8333333333333334,0.1358850105122601,1.0,0.6564061146151978,0.9583333333333334
DLI-017,DLI-017,Semiconductor Design,Netrasemi Pvt. Ltd.,"Development of ML Acceleration chip with Programmable Hardware Infrastructure for Robots, Drones, Industrial automation and Video Analytics systems (64 TOPS AI performance) on 12nm, TSMC",Semiconductor Design,DESIGN,Design,Design Linked Incentive (DLI),Kerala,,,,61.25,DLI Project Outlay,61.25,,,,AI Accelerator,,Artificial Intelligence; Industrial; Robotics/Drones,12 nm,"Lok Sabha Unstarred Question No. 6140, MeitY, Annexure-I, 01-04-2026",https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals,"Ministry of Electronics and Information Technology, Government of India",VERIFIED_OFFICIAL,0,1,0,0,0,1,4.131158535344817,0.9166666666666666,0.7313258190849173,1.5150993629660767,2,2,0.08333333333333333,105.55,0.1358850105122601,2,1,1,1,1,0,0,0,0,12.0,1,0,,0,0,0.8,0.9166666666666666,0.1358850105122601,1.0,0.6841838923929755,1.0
DLI-018,DLI-018,Semiconductor Design,Green PMU Semi Pvt. Ltd.,Energy-Harvesting power management Chip for IoT applications,Semiconductor Design,DESIGN,Design,Design Linked Incentive (DLI),Telangana,,,,9.86,DLI Project Outlay,9.86,,,,Power Management IC,,IoT; Energy,,"Lok Sabha Unstarred Question No. 6140, MeitY, Annexure-I, 01-04-2026",https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals,"Ministry of Electronics and Information Technology, Government of India",VERIFIED_OFFICIAL,0,1,0,0,0,1,2.3850863145057892,0.125,0.11772853185595566,-1.1804492805675446,3,3,0.125,75.4157,0.09709012967588304,1,0,1,1,0,0,0,1,0,,0,0,,0,0,0.8,0.125,0.09709012967588304,0.0,0.07403004322529434,0.125
DLI-019,DLI-019,Semiconductor Design,WiSig Networks Pvt. Ltd.,A 5G NB-IoT based SoC for Terrestrial and Satcom Applications,Semiconductor Design,DESIGN,Design,Design Linked Incentive (DLI),Telangana,,,,25.5557,DLI Project Outlay,25.5557,,,,SoC; 5G; NB-IoT,,Telecommunications; IoT,,"Lok Sabha Unstarred Question No. 6140, MeitY, Annexure-I, 01-04-2026",https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals,"Ministry of Electronics and Information Technology, Government of India",VERIFIED_OFFICIAL,0,1,0,0,0,1,3.279244413911042,0.4166666666666667,0.3051353997516477,-0.35716609620656653,3,3,0.125,75.4157,0.09709012967588304,1,0,1,1,0,1,0,1,0,,0,0,,0,0,0.8,0.4166666666666667,0.09709012967588304,0.0,0.1712522654475166,0.20833333333333334
DLI-020,DLI-020,Semiconductor Design,MosChip Technologies Pvt. Ltd.,Smart Energy Meter IC-VIDYUT,Semiconductor Design,DESIGN,Design,Design Linked Incentive (DLI),Telangana,,,,40.0,DLI Project Outlay,40.0,,,,,,Energy,,"Lok Sabha Unstarred Question No. 6140, MeitY, Annexure-I, 01-04-2026",https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals,"Ministry of Electronics and Information Technology, Government of India",VERIFIED_OFFICIAL,0,1,0,0,0,1,3.713572066704308,0.6666666666666666,0.4776005349125991,0.40047767246034693,3,3,0.125,75.4157,0.09709012967588304,1,0,0,1,0,0,0,0,0,,0,0,,0,0,0.6,0.6666666666666666,0.09709012967588304,0.0,0.2545855987808499,0.4583333333333333
DLI-021,DLI-021,Semiconductor Design,Multi Nano Sense Technologies Pvt. Ltd.,MEMS Platform Gas Sensors and CMOS Data Acquisition AFE SoC,Semiconductor Design,DESIGN,Design,Design Linked Incentive (DLI),Maharashtra,,,,29.53,DLI Project Outlay,29.53,,,,SoC; MEMS; CMOS,,,,"Lok Sabha Unstarred Question No. 6140, MeitY, Annexure-I, 01-04-2026",https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals,"Ministry of Electronics and Information Technology, Government of India",VERIFIED_OFFICIAL,0,1,0,0,0,1,3.4187098067467865,0.5,0.3525885948992263,-0.1487029910500055,1,1,0.041666666666666664,29.53,0.038016905356959174,1,0,1,0,0,0,0,0,0,,0,0,,0,0,0.6,0.5,0.038016905356959174,0.0,0.17933896845231975,0.25
