candidate_id,review_priority,source_document,source_page,source_reference,company_candidate,project_type_candidate,state_candidates,investment_candidates_crore,capacity_candidates,evidence_strength,matched_text,is_actual_project,verified_company,verified_project_type,verified_state,verified_approval_date,verified_investment_crore,verified_capacity_value,verified_capacity_unit,verified_capacity_category,verified_technology,verified_technology_partner,evidence_quote,verification_notes,final_verification_status,verification_status_options
EXP-CAND-0029,MEDIUM,MeitY_Annual_Report_2024_25.pdf,78,MeitY_Annual_Report_2024_25.pdf | Page 78,incentives as well as design infrastructure • The India Semiconductor Mission acts as,ATMP,,15.0; 30.0; 22516.0,,MODERATE,"Make in India
incentives as well as design infrastructure • The India Semiconductor Mission acts as
support across various stages of develop- the nodal agency for efficient and smooth
ment and deployment of semiconductor de- implementation of the schemes for setting
sign for Integrated Circuits (ICs), Chipsets, up of Semiconductor, Display Fabs and
System on Chips (SoCs), Systems & IP Compound Semiconductors/ATMP/OSAT
Cores and semiconductor linked design. facilities in India.
• Under the “Product Design Linked Incen- 8.6 Semi-Conductor Laboratory (SCL)
tive” component of the scheme, reimburse-
The Union Cabinet has also approved that
ment of up to 50% of the eligible expenditure
Ministry of Electronics and Information Technology
subject to a ceiling of Rs15 crore per appli-
will take requisite steps for modernization and
cation will be provided as fiscal support to
commercialization of Semi-conductor Laboratory
the approved applicants. This shall include
(SCL), Mohali. Semi-conductor Laboratory (SCL),
expenditure relating to design, development,
Mohali has been brought under the administrative
testing, fabrication, validation, prototype de-
control of Ministry of Electronics and Information
velopment, product development, filing of
Technology from Department of Space.
Intellectual Property Rights etc. It will also
SCL is an Integrated Device Manufacturer
include manpower costs.
which undertakes activities pertaining to design,
• Under the “Deployment Linked Incentive”
development, fabrication, assembly & packaging,
component of the scheme, incentive of 6%
testing and quality assurance of Silicon CMOS and
to 4% of net sales turnover over 5 years sub-
MEMS Devices for various applications. Presently,
ject to a ceiling of ` 30 crore per application
SCL has two wafer fabrication lines, i.e., 200 mm
will be provided to the approved applicants
wafer line operating in 180nm CMOS technology
whose semiconductor design for Integrated
and 150 mm wafer line for MEMS technology. SCL
Circuits (ICs), Chipsets, System on Chips
predominantly caters to low volume requirements
(SoCs), Systems & IP Cores and semicon-
for various applications.
ductor linked design are deployed in elec-
Boston Consulting Group (BCG) has been
tronic products.
engaged for providing consultancy services for
• C-DAC is the Nodal Agency to implement
Modernization of Semi-Conductor Laboratory,
the scheme and establish the semiconduc-
Mohali.
tor design infrastructure such as EDA Tool
8.7 Projects approved under the Programme:
Grid, repository of IP Cores, hardware and
software licenses, patents and trademarks The Government has approved following projects:
etc.
i. Micron Technology Inc.’s proposal for set-
8.5 India Semiconductor Mission (ISM)
ting up an ATMP facility in India with an in-
• India Semiconductor Mission (ISM) imple- vestment of ` 22,516 crore was approved
ments the schemes for Semiconductor and in June 2023. Micron’s facility in India will
Display Fabs, Compound Semiconducto",,,,,,,,,,,,,,,VERIFIED_PROJECT | REJECTED_NON_PROJECT | DUPLICATE_EXISTING | INSUFFICIENT_EVIDENCE | NEEDS_MORE_RESEARCH
EXP-CAND-0034,MEDIUM,MeitY_Annual_Report_2024_25.pdf,86,MeitY_Annual_Report_2024_25.pdf | Page 86,Technologies to enable cost effective electronic,Semiconductor Fab,,34.65; 41.6; 83.89,,MODERATE,"Make in India
Under Phase-II, 5 industrial projects have been initiated 3.7.3 Next Generation AMOLED Displays, OLED
and 2 prototypes viz; sustainable sensing platform for Lighting and OPV Products
electrochemical sensors using sugarcane skin having
The project “Next Generation AMOLED Displays, OLED
varied applications from biosensing to heavy metal
Lighting and OPV products: Development of disruptive
detection and Li ion-based technology (coin cell) having
Technologies to enable cost effective electronic
capacity of > 30 mAH developed and under field trial. 2
component manufacturing in India”, approved by MeitY
Technologies have been transferred to the industry.
and being implemented by IIT Madras with total budget
Product / outlay of INR 41.60 Crore, including MeitY’s Grant-
Industry Sector Status
in-Aid amounting to INR 34.65 Crore. The objective of
technology
the centre is to demonstrate state- of-the-art AMOLED
Sensa Core Technology
Health- based displays developed by Fine Metal Mask (FMM)
Bilirubin Sen- Medical care Licensed to and Closed Space Sublimation (CSS) processes.
sor Instrumenta- M/s Sensa OPV devices are also being developed for roll-to-
tion Pvt. Ltd. Core roll manufacturing. A laboratory has been developed
successfully for state-of-the-art research facility. A clean
LFIA based Technology
Prompt
area has been set up of area around 3000 sq. ft. There
strips for de- Food Licensed to
Equipment are two parts in the clean area. One is of class 100 and
tection of bo- Safety M/s PROMPT
the rest of the area is of class 1000. The class 100 area
Pvt. Ltd.
vine mastitis Equipment’s
is used for substrate cleaning, which is very crucial for
the fabrication. Class 1000 area has all the deposition
3.7.2 National Centre of Excellence in Technology
units and is utilized for AMOLED device fabrication.
for Internal Security (NCETIS)
National Centre of Excellence in Technology for Internal
Security (NCETIS) at IIT-Bombay has been approved
on 28th May, 2015 with a total outlay of ` 83.89 crore
(MeitY contribution: ` 83.89 crore). The aim of the CoE
is to address the challenges of homeland security and
to develop state-of-the-art technologies which are vital
for the national security agencies for providing rescue
and relief operations with the indigenously developed
technologies/ products. The project is envisaged
to set up the required infrastructures and carrying
out R&D activities for developing prototype model,
commercialization and technology transfer of multiple
products. The project has been completed in March
2023. Under the project, various technologies have been
developed and three of them have commercialized.
Explosive detector developed under the project has been
registered and made available at GEM portal after the
successful certification and trials. Two Start-ups have
been incubated under the CoE. AMOLED Dock system control
Annual
84 REPORT Ministry of Electronics & Information Technology
2024-2025",,,,,,,,,,,,,,,VERIFIED_PROJECT | REJECTED_NON_PROJECT | DUPLICATE_EXISTING | INSUFFICIENT_EVIDENCE | NEEDS_MORE_RESEARCH
EXP-CAND-0038,MEDIUM,MeitY_Annual_Report_2024_25.pdf,129,MeitY_Annual_Report_2024_25.pdf | Page 129,opportunities include implementing the R&D,Semiconductor Fab,,250.0; 1000.0; 76000.0,,MODERATE,"Innovate and Design in India
foundries for fabricating their chips etc. These
opportunities include implementing the R&D
(Research & Development) projects under C2S
Programme for development of working prototypes
of ASICs (Application-Specific Integrated Circuits),
Systems/ SoCs (System-on-Chips), and IP
(Intellectual Property) Core designs. Total 25,000+
number of engineering students have been trained
at 113 organizations under C2S Programme till
date
(ii) Design Linked Incentive (DLI) Scheme:
Government of India has approved the ‘Modified
Electronic Soil Nutrients Analyzer (ESNA) Programme for Semiconductors and Display Fab
Ecosystem’ with an outlay of ₹76,000 crore in order
5.2.3 Initiatives under Microelectronics and
to catalyse the semiconductor & display ecosystem
Nanotechnology areas
in the country. The Design Linked Incentive (DLI)
5.2.3.1 Some of the technologies developed/ are being Scheme has been approved as part of it with an
developed indigenously under the R&D projects initiated outlay of Rs. 1000 Crore to offset the disabilities in
in Microelectronics area are: the domestic semiconductor chip design industry
as well as move up in value-chain and strengthen
(i) Chips to Start-up (C2S) Programme: has been
the semiconductor chip design ecosystem in
initiated by MeitY as capacity building programme
the country. The DLI Scheme offers financial
at 113 organizations (including 100 academia/
incentives & design infrastructure support to
R&D originations and 13 Start-ups/ MSMEs) with
domestic companies, start-ups and MSMEs across
an outlay of Rs. 250 Crore for duration of 5 years in
various stages of development & deployment of
the year 2022. C2S Programme aims to generate
semiconductor chips.
industry-ready 85,000 number of manpower at
113 organizations (including academic institutions, 52 design companies (including start-ups
R&D organizations, start-ups, MSMEs) at B.Tech, and MSMEs) have been approved for design
M.Tech and PhD levels specialized in the area of infrastructure support under the DLI Scheme. Out
VLSI and Embedded System Design and leapfrog of these, 15 companies have also been approved
in ESDM space by way of inculcating the culture of for financial support for developing semiconductor
Chip/ System-on-Chip (SoC)/ System Level Design chip/ SoCs for applications in sectors such as
at Bachelors, Masters and Research level and act automotive, mobility, computing, communications
as a catalyst for growth of Start-ups involved in etc.
semiconductor design in the country. (iii) Microprocessor Development Programme:
The Programme takes a comprehensive Family of 32-bit/ 64-bit Microprocessor has been
approach by offering students complete hands-on indigenously designed using Open-Source ISA
experience in chip design, fabrication, and testing. (Instruction Set Architecture) along with reusable
This is achieved through regular training sessions, IP Cores by C-DAC, IIT Madras & IIT Bombay.
conducted in collaboration with industry partn",,,,,,,,,,,,,,,VERIFIED_PROJECT | REJECTED_NON_PROJECT | DUPLICATE_EXISTING | INSUFFICIENT_EVIDENCE | NEEDS_MORE_RESEARCH
EXP-CAND-0040,MEDIUM,MeitY_Annual_Report_2024_25.pdf,173,MeitY_Annual_Report_2024_25.pdf | Page 173,manufacturing and service sectors of the electronics and,,,466.0,,MODERATE,"CHAPTER
7
Skill India
Capacity Building
Activities of the HRD Division, MeitY are targeted to • 72 Full-time and 107 Part-time PhD candidates
support the availability of trained human resources for the currently pursuing PhD
manufacturing and service sectors of the electronics and
• 158 Young Faculty Research Fellowships awarded
IT industry. Initiatives include identifying gaps emerging
• 85 Patents filed
from the formal sector and planning programmes in
non-formal and formal sectors to meet these gaps. This • 5750 Research Papers published
includes skill development in the domain of electronics • Workshops held for assessment of quality of
and IT and related areas. The skill development activities research
of the Ministry are primarily being taken up by its two
Research has been undertaken under the scheme in
autonomous societies viz. National Institute of Electronics
emerging research areas viz. Image Processing, DSP,
and Information Technology (NIELIT), and Centre for
Pattern Recognition, 3D Printing, 5G Communications,
Development of Advanced Computing (C-DAC). In
AI, Big Data, Blockchain, Distributed Computing,
addition, the various organizations and attached offices
Cyber Security, Green and Sustainable ICT, Quantum
under the Department viz. ERNET India, Digital India
Computing/ Communication, Semiconductor Design
Corporation, CSC E-Governance Services India Limited,
etc. Some of the granted Patents of Visvesvaraya PhD
STQC, NIC, etc. are also engaged in training various
Scholars:
stakeholders in small numbers. The following schemes/
projects are under implementation for capacity building • Method of Reducing DoS Attacks Using Voice
and skill development in the domain of E&ICT: Response in IoT Systems
7.1 Post Graduate and Doctorate Level • System for providing energy management in smart
grid environment
7.1.1 Visvesvaraya PhD Scheme for Electronics & IT
• System For Detecting Type of Sleep Disorders and
MeitY, with the approval of the Cabinet Committee on Method of Operating Thereof
Economic Affairs (CCEA) had initiated ‘Visvesvaraya • Electrochemical Measurement of Creatinine in
PhD Scheme’ with the objective to enhance the number Serum
of PhDs in Electronics System Design & Manufacturing
• A Device for Assessment of Seed Pre-Treatments
(ESDM) and IT/IT Enabled Services (IT/ITES) sectors
in the country in 2014. Phase-I of Visvesvaraya PhD • Spoof Recognition in an Ear Biometric System
Scheme with a budget of `466 Crores, initially approved • Image Compression for Transmission
for 9 years from 2014, is extended till Mar 2025.
• A Novel Microfluidic Approach for Bio-Mems
Status of Phase-I of the Scheme: Applications
• 754 Full-time and 158 Part-time PhD candidates • A completely miniaturized on-chip electron
completed their PhD paramagnetic resonance sensor
• 62 Full-time and 08 Part-time PhD candidates
submitted Thesis
Annual
Ministry of Electronics & Information Technology REPORT 171
2024-2025",,,,,,,,,,,,,,,VERIFIED_PROJECT | REJECTED_NON_PROJECT | DUPLICATE_EXISTING | INSUFFICIENT_EVIDENCE | NEEDS_MORE_RESEARCH
EXP-CAND-0042,MEDIUM,MeitY_Annual_Report_2024_25.pdf,257,MeitY_Annual_Report_2024_25.pdf | Page 257,incubated and 6 products launched by these startups,,Tamil Nadu; Delhi,27.0; 54.61,,MODERATE,"Attached Offices and Societies
• M/s Sarv Webs Pvt. Ltd. (Product Name: Sarv Hub shall support 200 start-ups in the hub & spoke model
Wave) and provide acceleration and infrastructural service. In
addition, 200 numbers of start-ups will be accelerated in
• M/s People Link Unified Communications Pvt Ltd’
deep tech/emerging tech. So far, 24 startups have been
(Product name: Insta VC)
incubated and 6 products launched by these startups.
NIC has created a secure infrastructure for “Vconsol”
9.10 Digital India Corporation (DIC)
product at National Data Centre New Delhi with a
capacity of around 1000 concurrence users and started
9.10.1 Introduction
rolling out the services for the Government of India uses
in the brand name of “BharatVC”. More than 3 Lakh VC Digital India Corporation (DIC) is a not-for-profit company
meetings have been held on Bharat VC as on July 31, set up & promoted by the Ministry of Electronics and
2024. Information Technology (MeitY), Govt. of India. The
Company leads & guides in realising the vision, objectives
9.9.10 Centre of Entrepreneurship on Industry 4.0 at
and goals of the Digital India program. It provides strategic
Rashtriya ISPAT Nigam Ltd. - Visakhapatnam Steel
support to Ministries / Departments of Centre / States
Plant (RINL-VSP)
to carry forward the mission of Digital India by way of
The demand for Industry 4.0 products and solutions is capacity building for e-Governance projects, promoting
going to rise exponentially in the backdrop of growing best practices, encouraging Public-Private Partnerships
Industrial Automation. Strengthening domestic (PPP), nurturing innovations and technologies in various
capabilities of Industry 4.0 products & solutions will take domains.
the domestic industry up the value chain significantly by The company encompasses 7 Independent Business
way of an increase in products, patents & IPR. In order to Divisions (IBDs) viz. KIDIC Core or Technology
boost start-ups in these fields, a Centre of Excellence in Development & Deployment Division (TDDD), NeGD
the field of Industry 4.0 at RINL Visakhapatnam has been (National e-Governance Division), MyGov, MeitY Startup
established. It will nurture around 175 innovative startups Hub (MSH), India Semiconductor Mission (ISM), Digital
over a period of five years. India Bhashini Division (DIBD) and INDIAai.
The CoE facility includes an area of 6,000 Sq.ft. with the
9.10.2 DIC Core or Technology Development &
state-of-the-art incubation facility housed on the campus
Deployment Division
of RINL-VSP. This CoE has domain-specific physical
laboratories like IIoT, AI/ML & AR/VR and Industrial 9.10.2.1 Poshan Tracker
Automation, Robotics, Drone & 3D printing setup with
‘Poshan Tracker’ is a mobile-based application for
the required equipment and software in the domain
dynamic identification of stunting, wasting, and under-
to support the startups. So far, 10 startups have been
weight prevalence among children and last-mile tracking
onboarded, resulting in t",,,,,,,,,,,,,,,VERIFIED_PROJECT | REJECTED_NON_PROJECT | DUPLICATE_EXISTING | INSUFFICIENT_EVIDENCE | NEEDS_MORE_RESEARCH
EXP-CAND-0004,MEDIUM,MeitY_Annual_Report_2025_26.pdf,81,MeitY_Annual_Report_2025_26.pdf | Page 81,Electronics Manufacturing,,,1.0,,MODERATE,"3
Make in India
Electronics Manufacturing
CHAPTER
Electronics industry is the world’s largest and fastest growing industry and is increasingly finding applications in all
sectors of the economy. The Government attaches high priority to electronics hardware manufacturing, and it is one of
the important pillars of both “Make in India” and “Digital India” programmes of Government of India. The intent of the
Government is to provide a level playing field for the domestic manufacturers, enabling them to compete with imports
in the sector by rationalizing tariff structure, simplifying procedures, providing incentives and upgrading infrastructure.
3.1 National Policy on Electronics 2019
The National Policy on Electronics 2019 (NPE-2019) notified on 25.02.2019 envisions to position India as a global hub
for Electronics System Design and Manufacturing (ESDM) by encouraging and driving capabilities in the country for
developing core components, including chipsets, and creating an enabling environment for the industry to compete
globally. The implementation of the schemes and initiatives under the aegis of NPE 2019 is expected to generate
employment for about 10 million (1 crore) persons (Direct and Indirect) at various levels.
NPE-2019 has been formulated to reflect the new aspirations, requirements and realities of the electronics manufacturing
sector in the country and the emerging international dynamics. The aim of NPE-2019 is as follows
• The NPE-2019 is focused on promoting an eco-system of manufacturing (group of industries), which forms supply
chain of a product against the previous policy, which emphased on promoting individual industries. The NPE-
2019 aims to increase domestic value addition by leveraging potential of both domestic demand and export,
with the goal of making India, a global hub for electronics manufacturing. The policy also promotes generation of
intellectual property in India and deepening of the domestic research, development and designing capabilities.
• NPE-2019 also envisages intervention in emerging sectors of electronics like IoT, 5G equipment, sensors,
drones, additive manufacturing (3D printers), robotics etc. and promotes their R&D and manufacturing. Among
the sectors, Medical Electronics, Strategic Electronics, Auto & Power electronics have been especially identified
as thrust areas for promoting manufacturing in India.
• The introduction of the concept of trusted value chain in electronics will help in addressing concerns related
to cyber bugs and data thefts from our equipment. There is also focus on skilling, re-skilling and employment
generation.
• NPE-2019 has ushered in a slew of new incentive schemes. Prominent among these are Production Linked
Incentive (PLI) Scheme for Large Scale Electronics Manufacturing, PLI Scheme 2.0 for IT Hardware, Scheme
for Promotion of manufacturing of Electronic Components, Semiconductors (SPECS), Electronics Manufacturing
Clusters (EMC 2.0) Scheme and Electronics Component Manufactu",,,,,,,,,,,,,,,VERIFIED_PROJECT | REJECTED_NON_PROJECT | DUPLICATE_EXISTING | INSUFFICIENT_EVIDENCE | NEEDS_MORE_RESEARCH
EXP-CAND-0007,MEDIUM,MeitY_Annual_Report_2025_26.pdf,91,MeitY_Annual_Report_2025_26.pdf | Page 91,The Scheme extends an incentive of around 5% (based,ATMP,,856.64; 2430.0; 16531.64; 17000.0; 20000.0; 20488.0; 22081.0; 49352.0; 76000.0,,MODERATE,"Make in India
3.3.7 PLI Scheme 2.0 for IT Hardware
PLI Scheme 2.0 for IT Hardware was notified on 29.05.2023 with an approved outlay of Rs.17,000 crore to boost domestic
manufacturing and attract large investments in the value chain. The Scheme extends an incentive of around 5% (based
on localization of components/sub-assemblies) on net incremental sales (over base year) of goods manufactured in
India and covered under the target segment, to eligible companies, for a period of six (6) years. The Target Segment
includes (i) Laptops (ii) Tablets (iii) All-in-One PCs and (iv) Servers (v) USFF (Ultra Small Form Factor). A total of 27
companies have been approved under the Scheme.
The Scheme is expected to generate following outcomes during its tenure:
i) Expected incremental production is Rs. 3.35 Lakh crore
ii) Expected incremental investment is Rs. 2,430 crores
iii) Expected incremental direct employment is 75,000
The status of PLI Scheme 2.0 for IT Hardware till December, 2025 is as follows:
As on 31.12.2025, PLI Schemes for IT Hardware have led to a total cumulative production of Rs. 16,531.64 crore, total
cumulative investment of Rs. 856.64 crore and total cumulative employment of 4,776 (direct jobs).
3.3.8 Scheme for Promotion of Manufacturing of Electronic Components and Semiconductors (SPECS)
Notified vide Gazette Notification dated April 01, 2020, the Scheme provides financial incentive of 25% on capital
expenditure for the identified list of electronic goods that comprise downstream value chain of electronic products,
i.e., electronic components, semiconductor/ display fabrication units, ATMP units, specialized sub-assemblies and
capital goods for manufacture of aforesaid goods, e-waste recycling facility and R&D units for the manufacturing of
semiconductors The scheme promotes development of electronic components manufacturing ecosystem in the country
and deepening of electronics value chain and is expected to bring new investments to the tune of ` 20,000 crore
with total employment generation potential of 6,00,000 (Direct and Indirect). The scheme is closed to receive new
applications on 31.03.2024.
Progress under the scheme till December, 2025 as per latest Quarterly Progress Report
58 applications have been approved with total proposed investment of Rs. 22,081 crore. As per the Quarterly Progress
report submitted by the applicant total investment done by the approved applications is Rs. 20,488 crore. Total production
done by the approved applications is Rs. 49,352 crore. Total employment generated by the approved applications is
56,314 persons.
3.3.9 Programme for Development of Semiconductors and Display Manufacturing Ecosystem in India
Government of India approved the comprehensive program for the development of a sustainable semiconductor and
display ecosystem in the country with an outlay of ` 76,000 crore (>10 billion USD) in order to foster the objective of the
development of a diversified, resilient, and sustainable semiconductor",,,,,,,,,,,,,,,VERIFIED_PROJECT | REJECTED_NON_PROJECT | DUPLICATE_EXISTING | INSUFFICIENT_EVIDENCE | NEEDS_MORE_RESEARCH
EXP-CAND-0011,MEDIUM,MeitY_Annual_Report_2025_26.pdf,96,MeitY_Annual_Report_2025_26.pdf | Page 96,• Reopening of the EDA tool access window under the Design Linked Incentive (DLI) scheme,Semiconductor Manufacturing,Karnataka; Odisha,,,MODERATE,"Make in India
The key announcements that were made during the event are:
• Reopening of the EDA tool access window under the Design Linked Incentive (DLI) scheme.
• Selection of 30 semi-finalists under the Digital India RISC-V Grand Challenge.
• GlobalFoundries’ support for DLI-approved companies through the India Foundry Connect program.
• Collaboration between ChipIN Center and Odisha’s O-Chip program to boost fabless design in the state.
• Moschip Technologies unveiled the roadmap for the indigenous VIDYUT chip for smart energy meters.
• NetraSemi and PRAMA India announced a partnership to integrate indigenous chips into CCTV surveillance
devices.
• C-DAC signed MOUs with international partners to advance cryogenic chip design and hybrid quantum computing
capabilities.
3.3.9.7 Employment
The semiconductor manufacturing facilities will generate direct employment of more than 25 thousand advanced
technology jobs and about 60 thousand indirect jobs.
3.3.9.8 R&D Road map
• Applied Materials Inc. (AMAT) has announced a planned investment of $400 Mn to establish Collaborative
Engineering Centre in Bangalore. During the initial 5 years. the center would support $2Bn+ of spending and
create ~500 advanced engineering jobs. This initiative will facilitate R&D collaboration amongst R&D team of
Applied Materials, Indian academic institutions and R&D team of vendors of Applied Materials. This will also help
in development and sourcing of components/sub-assemblies required for the AMAT’s semiconductor equipment.
• Advanced Micro Devices: Advanced Micro Device (AMD) announced plan to invest approximately $400 Million
over the next five years to expand Research, Development and Engineering Operations in India. The planned
investment includes a new AMD campus in Bangalore, Karnataka that will serve as the company’s largest design
center, as well as the addition of approximately 3,000 new engineering roles by the end of 2028. AMD committed
to an investment of $73Mn for Year 2024 and $32Mn for Year 2025 as a part of $400Mn investment. It has hired
980 Engineers, including 22% women.
• Microchip: Microchip Technology announced a $300 million investment plan to expand its operations in India. To
strengthen its presence in India, the company has inaugurated a new research and development (R&D) facility
at One Golden Mile Office Tower in Hyderabad. This 168,000-square-foot center, which has a capacity for 1,000
employees, joins Microchip’s existing developments in Bengaluru and Chennai. Microchip has added more than
94 RAnnEuaPl ORT Ministry of Electronics & Information Technology, Government of India
2025-2026",,,,,,,,,,,,,,,VERIFIED_PROJECT | REJECTED_NON_PROJECT | DUPLICATE_EXISTING | INSUFFICIENT_EVIDENCE | NEEDS_MORE_RESEARCH
EXP-CAND-0014,MEDIUM,MeitY_Annual_Report_2025_26.pdf,103,MeitY_Annual_Report_2025_26.pdf | Page 103,has been incubated recently for the product Educational,Semiconductor Fab,Delhi,10.0; 10.79; 13.08; 35.32; 41.6; 60.0; 83.08; 300.0,,MODERATE,"Make in India
The technology has been transferred to M/s SPMCIL and got ordered of more than ` 300 crore from Delhi Excise
Department etc. The other startup M/s Likhotronics Pvt. Ltd. has been incubated recently for the product Educational
Kits using special inks. In addition, 5 technologies of the centre have been transferred to industries/start-ups for
commercialization. Several companies have invested in the centre for R&D, prototype & product developments etc.
The Centre is working closely with industries to meet their requirement in this thematic area and developed various
prototypes like Temperature Sensors for Milk Adulteration & Gas Sensors for Food Spoilage, Smart Label with tamper
evident tracking, OLED Display, Handheld Infrared Thermometer, Screen-printed sensor for Bilirubin detection in
Serum, Warm Hug/Heater Jackets, TFT Array, Sensor for Breast Cancer detection, Smart IV Bottle, Piano keyboard
on paper etc.
Based on achieving of targeted objectives & milestones successfully and steer the centre activities ahead, the Ministry
of Electronics & IT (MeitY) accorded approval to IIT-Kanpur on 24.11.2023 for initiation of Phase-II activity with a
project cost of ` 83.08 crore including Government Grant-in-aid of ` 60.00 crore from MeitY, ` 10.00 crore as industry
contribution and `13.08 crore from IIT-Kanpur. As on date, MeitY has released a Grant-in-aid of `10.79 crores to IIT-K
towards the Phase-II of the project. Under the Phase-II, prima-facie, the prototypes /technological applications in the
field of “Level & Packaging, Strategic and Healthcare sector (but not limited to)” has been considered to address the
technological requirement of the industry/organization in these sectors. The canter facility is available for industry / start-
ups / academia / MSME /other organizations for active collaboration. Under Phase-II, 30 patents have been filed. The
following 2 Technologies have been transferred to the industry.
Product /Technology Industry Sector Status
Sensa Core Medical Technology Licensed to M/s
Bilirubin Sensor Healthcare
Instrumentation Pvt. Ltd. Sensa Core
LFIA based strips for Technology Licensed to M/s
Prompt Equipment Pvt. Ltd. Milk Safety
detection of bovine mastitis PROMPT Equipment’s
Further, 8 industrial projects have been initiated with relevant stakeholders including industries as well as Govt.
organizations. Under the Phase-II, 7 prototypes have been developed including sustainable sensing platform for
electrochemical sensors using sugarcane skin having varied applications from biosensing to heavy metal detection
and Li ion-based technology (coin cell) having capacity of > 30 mAH and under field trial. A lab prototype of a pouch
cell battery with 350 mAH capacity has also been developed and demonstrated to provide home-grown technological
solution for LED lights and power pack applications.
3.3.12.2 Next Generation AMOLED Displays, OLED Lighting and OPV Products
The project “Next Generation AMOLED Displays, OLED Ligh",,,,,,,,,,,,,,,VERIFIED_PROJECT | REJECTED_NON_PROJECT | DUPLICATE_EXISTING | INSUFFICIENT_EVIDENCE | NEEDS_MORE_RESEARCH
EXP-CAND-0016,MEDIUM,MeitY_Annual_Report_2025_26.pdf,153,MeitY_Annual_Report_2025_26.pdf | Page 153,"Terracarb, Graphenera, and masterbatch manufacturers including Bhagyashree and Indradhanush",Semiconductor Fab,,1.0,,MODERATE,"Innovate and Design in India
No. Technology available for ToT Description
3 Development of Lithium (Nickel The NMC-111 offers better temperature and cycling stability when
Manganese Cobalt) oxide as cathode compared to the LCO.
material for Li-ion batteries.
4 Development of Sodium Vanadium Sodium vanadium phosphate (Na V (PO ) -NVP) a NASICON-type
3 2 4 3
Phosphate (NVP) as cathode material material with exceptionally high ionic conductivity is acknowledged
for Na-ion batteries as a potential cathode for high-performance
5.4.4 Graphene Aurora
A graphene-based RF printable antenna prototype was developed using graphene ink, and a TRL-3 hemoglobin
biosensor using rGO-modified electrodes demonstrated reproducible performance with potential for clinical applications.
Fire-resistant graphene-reinforced coatings were developed for EV battery housings and were found to meet AIS-156,
IS 17855:2022, and UL-94 V-0 safety standards. A pilot supply of graphene-based structural coatings was completed for
Aero Alloys. In addition, graphene manufacturing and scale-up partnerships were established with Adnano, Capattery,
Terracarb, Graphenera, and masterbatch manufacturers including Bhagyashree and Indradhanush.
Internship programs were launched to support translational research and commercialization, with engineering and
science interns contributing to electronics circuit design and graphene technology development.
5.4.5 Centre for Programmable Photonic Integrated Circuit and Systems (CPPICS):
A programmable Photonic Integrated Circuit (PIC) is next-generation reconfigurable photonic processor platform with
wide-ranging applications in quantum computing, quantum communication, 5G/6G communications, IoT, radar, and
avionics. To build indigenous capability in this domain, MeitY has established the Centre for Programmable Photonic
Integrated Circuits and Systems (CPPICS) at IIT Madras, under the Centre of Excellence (CoE) initiative, in collaboration
with industry partners. The Centre focuses on R&D, design, and fabrication of programmable photonic integrated circuits
and systems using CMOS-compatible silicon photonics technology. It has successfully developed several technologies,
including a Fiber Optic Array Attachment Tool for PIC packaging, RF filters and microwave photonic oscillators
(operating up to 60 GHz), and an indigenously built Quantum Random Number Generator (QRNG) based on silicon
photonics. The QRNG has been successfully transferred to industry through a `1 crore technology licensing agreement
with Indrarka Quantum Technologies Pvt. Ltd., marking a major milestone in India’s photonic innovation ecosystem.
Since inception, CPPICS has trained 71 specialized manpower, produced 28 research publications, demonstrated
two proof-of-concept technologies, filed six IPRs, transferred one technology to industry, and engaged two industries
and one start-up, generating `55.07 lakh in self-sustenance revenue. The Centre aims to achieve self-reliance in
photoni",,,,,,,,,,,,,,,VERIFIED_PROJECT | REJECTED_NON_PROJECT | DUPLICATE_EXISTING | INSUFFICIENT_EVIDENCE | NEEDS_MORE_RESEARCH
