document,page,matched_terms,text
MeitY_Annual_Report_2025_26.pdf,41,"approval, approved","Digital India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
39
2.4.2	 National Knowledge Network (NKN)
National Knowledge Network (NKN) is an innovative, cutting-edge, robust, and secured network, which provides a 
centralized multi-gigabit high-speed digital connectivity backbone for research & educational institutions and Government 
Organisations spread across India.
NKN was approved in March 2010 by Cabinet Committee of Infrastructure (CCI) to be implemented by National 
Informatics Centre (NIC) over a period of 10 years at a total outlay of ` 5,990 Crore, which has been enhanced to ` 
7188 Crore. Subsequently, duration of NKN has been extended year-on-year with the current extension being till 31st 
March, 2026. The approval for the next phase of NKN [i.e. National Knowledge Network Phase II] is under process. 
NKN is the only network globally, that carries R&E, Internet, and e-Governance traffic as three independent verticals 
under one umbrella.
NKN Impact on e-Governance
NKN has been empowering Digital India, as it is the primary backbone for all e-Governance initiatives in the country.
NKN has been playing a vital role in enhancing digital capabilities and implementing the digital initiatives of the 
Government of India. NKN addressed the challenging task of providing a robust and secured network which enabled the 
government to implement Government to Government (G2G) and Government to Citizen (G2C) services seamlessly 
and in time bound manner for implementing the services.
NKN Status: National Reach (as of December 2025)
• 
Under NKN, 1869 links have been extended to institutions, comprising almost all the major IITs, Central Universities, 
State Universities, NITs, IIITs, IIMs, hospitals in tertiary care such as AIIMS, PGIs, State Government hospitals, 
national laboratories under DAE & DST, DRDO, MHRD, ICAR, ICMR and a host of other government institutions 
/ departments. 
• 
The outreach includes 681 district links under NKN covering 560 districts across India
• 
Today NKN has 31 Points of Presence (PoPs) in various State Capitals (including 7 Super Core PoPs)
• 
The network strength of NKN comprises of high speed (10G) core backbone with uniformly spread 99 core links 
across the country comprising of 91 core links with 10G bandwidth, 6 core links with 2.5G bandwidth and 1 core 
link with 1G bandwidth. 
• 
In its progressive outreach, NKN has provided 10G bandwidth to 89 Edge links covering 68 Institutes, 1G bandwidth 
to 1017 Edge links covering 992 Institutes and 100M bandwidth to 750 Edge links covering 749 Institutes.
• 
The network has a peak traffic flow of 26 Petabytes and average traffic flow of 2.1 Tera Bytes in a day.
NKN Status: International Reach
• 
NKN has been significantly expanding its global reach by establishing 3 International PoPs at Singapore, 
Amsterdam, and Geneva (CERN).
• 
For increasing its Global outreach, NKN has peered with other National Research and Education Networks 
(NRENs), which includes: Asi@connect in Asia Pacific, CERN and GEANT in Europe, SingAREN in Singapore, 
Internet2 in USA, LEARN in Sri Lanka, BdREN in Bangladesh, and NORDUnet for Nordic countries.
• 
NKN has established direct links with Singapore (1X10 Gbps), Netherlands-Amsterdam (2X10 Gbps), Switzerland-
Geneva (2X10 Gbps) and extended NKN connectivity to Sri Lanka (1X1 Gbps).
• 
As per the vision of Hon’ble Prime Minister of India, to bolster sub-regional collaboration among SAARC and 
BIMSTEC countries, NKN has already expanded its connectivity to Sri Lanka. 
"
MeitY_Annual_Report_2025_26.pdf,42,project,"Digital India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
40
Achievements 
Facilitating Digital India
NKN facilitates Digital India, as it is the backbone for all e-Governance initiatives in the country. In addition to educational 
Institutions, NKN connects 4 NDCs (National Data Centres), 32 SDCs (State Data Centres), 30 SWANs (State-wide 
Area Networks), Ministries, Departments, and mission-oriented agencies such as S&T, DRDO, Earth Sciences, Space, 
ICAR, MHRD, amongst others.
Connecting Remote Locations 
• 
Connectivity in North-eastern region: NKN has ensured stable connectivity in the north-eastern region by 
connecting major institutions and enabling digital inclusion in the region. 
• 
VSAT Connectivity in remote locations: NKN has successfully established a high capacity SCPC VSAT connectivity 
at Kavaratti, Lakshadweep and Port Blair, Andaman & Nicobar Islands.
• 
Connectivity in Jammu & Kashmir (J&K) and Ladakh: NKN has extended connectivity to some of the major 
institutions of J&K and Ladakh such as IIT Jammu, IIM Jammu, University of Jammu, Sher E Kashmir, Defence 
Institute of High-Altitude Research (DIHAR) Leh, etc.
• 
Submarine connectivity: Established a link of capacity 1 Gbps through BSNL to Andaman & Nicobar Islands.
Savings & Benefits
Savings due to NKN Network Topology 
•	
Virtual Private Network: Savings due multiple CUGs of VPNs connection on network
•	
Innovative Techniques: Peering and Caching with TSPs & Leading Content Providers
•	
Savings via NKN negotiated rates with TSPs & based Bandwidth Usage of Institutes
•	
Unified Network: Aggregation of network leading to high-cost effectiveness
•	
High Bandwidth: High Speed Dedicated Network to multiple Real Time synchronization projects
•	
24×7 Security: 24×7 Dedicated Security Operations Centre (SOC), Network Operations Centre (NOC), Threat 
Monitoring Services Team
Secure Network 
NKN’s security eco-system is balanced, robust and provides a secure backbone network for its user community that can 
recover quickly from breakdowns and other cyber-attacks. 
• 
NKN has completed Information Security certification of ISO 27001:2022 for 19 of its Core PoP locations.
• 
Vulnerability Assessment and safeguarding of the network is performed regularly via multiple tools, e.g., DDOS 
Implementation, etc. 
• 
For time synchronisation, NKN has implemented Network Time Protocol (NTP) which is an Internet time 
synchronisation protocol used to synchronise computer clocks to a time reference using the IP network / internet.
• 
NKN currently provides multiple free of cost services to the Institutes like Single Sign On (SSO), DDOS, DNS, 
LDAP, etc.
Role in assisting Digital Health endeavours 
Numerous esteemed institutions across the country, including CSIR-Lucknow, NIV-Pune, ICAR-Hyderabad, Army R&R 
Hospital-Delhi, STQC, CDAC, DRDO, and others, have acknowledged and commended NKN’s efforts in delivering 
"
MeitY_Annual_Report_2025_26.pdf,43,SiC,"Digital India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
41
uninterrupted services and support during the lockdowns in the country.
Throughout the pandemic, NKN diligently maintained round-the-clock services for the National Data Centre (NDCs), 
which host critical national applications such as MyGov, the Prime Minister’s Official Website, Government Websites, 
e-Office, e-Hospital, and more. The significance of NKN’s role in supporting the secure communication platform of NIC 
Email services within the government, running on the NKN Network, has grown even more pronounced.
On the global stage, NKN’s connections with Global NRENs (National Research and Education Networks) have enabled 
domestic institutions to transcend their physical boundaries, fostering higher academic and research pursuits. NKN 
ensured seamless connectivity for all linked International NRENs, ensuring no disruptions in connectivity. NKN also 
extends its network to SAARC countries, offering a plethora of services without interruption. Even amid the pandemic, 
numerous collaborations with Global Research & Development Networks have continued to flourish.
NKN as a Backbone is Building Resilience in Higher Education
Institutes have fully utilized NKN Network in creating a virtual eLearning platform as a contemporary way of working
ROLE IN CHANDRAYAAN-3
NKN’s connectivity has played a vital role in transmission of Real-time data from Tower Transmission Centre (TTC) 
stations- ISDN Bylalu to the satellite control centre. This was critical as this was mission critical for transferring 
Chandrayan-3’s data in real-time. NKN had supported the Chandrayan-3 through following modes:
•	
LVM3-M4 Launch Vehicle: NKN backbone is being used for the launch vehicle VPN (VRF) for trajectory tracking 
via ISTRAC ground stations. NKN launch vehicle VPN provided connectivity between ISTRAC and SHAR for 
higher bandwidth connectivity.
•	
NKN VRF for satellite tracking: NKN VRF or satellite tracking provides reliable connectivity with 7 ISRO 
establishments for critical operation of the satellite. During the landing of the satellite, ESA (European Space 
Agency) station and ISTRAC Bylalu Deep Space Network provided crucial data. In both the sections, NKN-
GEANT and NKN-IRS-VRF provided support.
•	
SPACE-VPN: It is a Closed User Group (CUG) formed for the ISRO Institutes to collaborate on space exploration 
activities with high-speed data transfer with low latency for enabling missions like Chandrayan-3, where it served 
as a platform on which the complete event was exclusively webcasted across the ISRO’s centres.
Surge in the number of 
webinars & Seminars on 
Video Conferencing 
across Multiple Institutes
Circulation of Curriculum, 
assignments etc. are 
taking place around the 
clock via online platform 
to students, staff & 
teachers
Large number of students 
are attending smooth 
online classes without any 
Latency and crashes from 
their home
Virtual Learning 
Environment which is a 
Web-based platform is 
created by multiple 
institutes
"
MeitY_Annual_Report_2025_26.pdf,44,project,"Digital India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
42
High Quality Network 
To ensure high accessibility, availability & sustainability, NKN has focused on dedicated high bandwidth with low latency 
and redundancy. 
• 
In order to optimise bandwidth utilization, NKN has brought the content close to the users, via direct peering and 
caching with leading Content Providers such as Google, Microsoft, Facebook, and Akamai. 
• 
The peering has been done via servers installed at the premises of NKN in order to ensure enhanced user 
experience. With the aid of NKN, Near Real Time Data availability is provided along with service continuity and 
high uptime.
• 
NKN provides direct connectivity to Institutes / Organizations by taking the best path via minimum hops. Hence, 
connected Institutes have given NKN a rating of excellent on all quality-of-service parameters.
2.4.3	 Integrated Citizen Engagement Platform (InCEP)/MyGov 2.0 
MyGov is a Government of India’s Citizen Engagement Platform which collaborates with multiple Government bodies/ 
Ministries to engage people in policy formulation and seeks the opinion of people on issues/ topics of public interest 
and welfare. 
Achievements: 
• 
Since inception in 2014, MyGov has engaged over 6.06 Crore citizens in participative governance as MyGov 
Sathis and from July 2021, InCEP came into force and till 31st Dec. 2025 it has achieved over 4.23+ Crore user 
registration, 823 tasks with over 8.43+ lakhs submissions, 168 discussions hosted with 7.54+ lakh submissions, 
1235 quizzes having 2.70 + Crore participations, 131 InnovateIndia Activities has 9.98+ Cr. participations, 64 
polls and surveys receiving 30.95+ lakh votes and 165 pledges receiving 2.92+ Crore participations and 2875 
Blogs.
2.4.4	 Digital India Common Services Centre
Setting-up of 4,740 CSCs, with enhanced scope and facilities, at the Gram Panchayat / Village level, has been envisaged 
under the subject project proposal, to cover 10 districts viz Gandhinagar, Chamba, Puducherry, Chhatrapati Sambhaji 
Nagar (Aurangabad), Mamit, Jodhpur, Khammam, Pilibhit, Gorakhpur, Leh (Ladakh). 
Under the project, these 4,740 CSCs will be upgraded with new common national branding without any other private 
branding, Promotion and awareness creation of GoI schemes through GPS enabled multi-utility vans is provisioned. 
New service applications will be developed as and when required by the State Government / Union Government. 
Further, Information, Education and Communication (IEC) would be provisioned under the project to spread awareness 
about the Government schemes / services etc
Achievements:
• 
Successfully enhanced 11 CSCs as 11 Model DICSCs
• 
4295 number of VLEs selected out of 4740 and enhancement of accessibility in CSC centres including installing 
ramps, railings, and wheelchair-friendly facilities to help everyone access the services easily.
• 
Skill development training for VLEs is currently in progress.
"
MeitY_Annual_Report_2025_26.pdf,47,"approved, project","Digital India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
45
powering 4 billion+ inferences across diverse applications. The total number of datasets recorded is approximately 
5000.
2.4.6	 Capacity Building Scheme: 
The Digital India vision provides intensified impetus to e-governance initiatives to meet the aspirations of its citizens, 
where the government and its services reach the doorsteps of citizens. Capacity Building scheme under Digital India 
programme envisions building adequate and relevant capacities at all levels in the Government. The scheme was 
initially approved in 2008 with training & knowledge sharing initiatives and technical manpower support to bridge the 
relevant skill-sets and expertise in managing large IT/ e-governance projects and to develop an appropriate institutional 
framework to handle the capacity building requirements of the States. In 2015, the scheme under Digital India programme 
was continued under phase-II that included special focus on Central Line Ministries introducing new components for 
maximum outreach; bringing flexibility, continuity in learning through technology led platforms (LMS); and to handle the 
capacity building requirements of States/UTs and Central Line Ministries with an appropriate institutional framework. 
The objective of the project is to provide professional resources to States and provide training to political and policy 
level decision makers, managers and implementors of all States/UTs and Central Line Ministries to build the in-house 
capacity for implementation of various e-Governance initiatives. Under CB Phase-II programme, more than 20,000 
Government Officials have been trained. 
Capacity Building Scheme Phase III (CB Phase-III)
The new Capacity Building Project is approved for 3 years to address the augmentation of the competency requirements 
of the Government officers of Central line Ministries & State/UT, which will help for the speedy implementation of the 
Digital India transformative initiatives. The project aims to build internal capacities in Government to enable Digital 
Governance as part of a larger reform of Government service delivery and functioning. Progressive technologies such 
as AI, Blockchain, Data Analytics, Drones, Cloud etc. have become critical facilitators for Governance. It has a highly 
profound role in driving optimization and efficiency across all sectors. The capacity building reform components include: 
• 
Training & skilling with specialized training programmes & workshops.
• 
Deployment of professional resources to State/UT 
• 
Content development & hosting focussing on emerging technologies and needs
• 
Collaboration and partnerships with national and international institutions 
• 
Continuous engagement and participation of cohort via Centers of Excellence and Communities of Practice.
The Capacity Building Scheme Phase III is crucial for several reasons:
• 
Digital Transformation: It supports the Digital India initiative by building a workforce capable of managing and 
implementing digital projects.
• 
Sustainable Development: By enhancing the capacity of government employees, the scheme contributes to 
achieving Sustainable Development Goals (SDGs) through improved governance and service delivery.
• 
Innovation and Efficiency: Training in emerging technologies fosters innovation and improves the efficiency of 
government operations.
• 
Inclusivity: The scheme promotes inclusivity by ensuring that all levels of government employees, including those 
in remote and undeserved areas, have access to training and development opportunities.
Implementation Status (As on December 31, 2025):
• 
109 training programmes and webinars are conducted with 8210 participations across all Ministries and Dept. 
(including international bureaucrats/youth)
"
MeitY_Annual_Report_2025_26.pdf,48,project,"Digital India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
46
• 
A total of 200+ e-courses on various topics/domains like Digital Transformation, Digital India Projects, emerging 
technologies, Cyber Security, e-Governance, Procurement and Contract Management have been developed and 
published on i-Got with 18L+ users enrolled and 13L+ certificates issued till 30th Nov’25.
• 
Development of 18 national case studies is in process. Four case studies on Unified Mobile Application for 
New-age Governance (UMANG), Direct Benefit Transfer (DBT) in Fertilizers, Andhra Pradesh Online Case 
Management System (APOLCMS) and DigiLocker have been developed.
• 
State e-Mission Team (SeMT) is a team of professionals attached to State IT department to provide technical/
professional support to the State decision and policy-making bodies (State Apex Committee). 149 professional 
resources are deployed in CB 3.0 across the country.
• 
State Capacity Building Workshops were being conducted with a focus on emerging technologies and State 
Chief Information Security Officer (CISO). Total 13 State CISO and Emerging Technology workshops with 1281 
participation were conducted in Madhya Pradesh (MP), Uttar Pradesh (UP), Kerala, Arunachal Pradesh, Tripura, 
Srinagar, Himachal and Uttarakhand.
2.4.7	 E-Greeting Portal and Sampark 2.0: 
Enabling Government and citizen engagement in governance leveraging various e-channels (like emails, SMS, Miss-
Call, OBD (Out Bound Dialing)) along with enhanced services and offerings of the project.
Achievements: 
• 
289.25 Cr Bulk SMS pushed
• 
226.86 Cr second of OBD 
• 
4559.31 Cr emails
• 
28.44 Cr. OTT services
• 
7090 Templates designed through crowd sourcing
• 
9.33 Lakh e-greeting shared
2.4.8	 Awareness and Communication Plan for Digital India:
Awareness and Communication (A&C) is an integral component of the Digital India Programme. Generating and raising 
the level of awareness about Digital India, its schemes, initiatives and services amongst diverse stakeholders across 
the country is important.
Objectives
The main objectives of A&C activities are:
• 
Expand visibility of Digital India: Expand visibility of Digital India Programme & its projects and services, with 
emphasis on outreach to Tier 3 & 4 towns and rural pockets of the country for welfare of citizens including 
their social, economic & education empowerment. The Project aims to inform, educate, and communicate to the 
citizens about various initiatives under the “Digital India Programme”, thereby empowering them and establishing 
the brand “Digital India” by way of effective branding exercise across various platforms- Events, Social Media, 
Mass Media, Rural Outreach etc.
• 
Help citizens understand the benefits of Digital India.
• 
Facilitate demand creation for various services leading to more adoption of services
 
 
Increase in downloads of app-based services.
 
 
Increase in reach on Social Media platforms.
"
MeitY_Annual_Report_2025_26.pdf,51,project,"Digital India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
49
2.4.9	 Modernization/Digitalisation of Nagaland Fire & Emergency-Management System (NFES-MS): 
A pilot project being implemented by Directorate of Fire & Emergency Services, Govt. of Nagaland, with estimated 
outlay of Rs. 3.88 crore for a period of 30 months, has been sanctioned by MeitY in June, 2023. The objective of the 
project is to develop a centralized management system for the Nagaland Fire & Emergency Service (NF&ES) for 
creating a cost effective environment, faster and better service delivery to the department and stake holders, ushering 
and thus increasing overall efficiency and effectiveness in the Government processes. 
Implementation status: The project is complete.
• 
Various software modules of Nagaland Fire and Emergency Services-Management System have been developed 
such as, Smart Emergency Response System (SERS), File Management System (Digital Office), Citizen Web 
Portal, Human Resource Management System (HRMS), Global Positioning System (GPS) Monitoring System 
(using Open-source), Geographic Information System (GIS) Mapping, Mobile App for GPS Monitoring, Asset 
and Inventory Management,  Management Information System (MIS) Reporting,  Mobile Application,  Users 
Management, Applications Settings and Configurations.
• 
Further, setup of networking communication and video surveillance system are completed in all the fire stations 
(FS) of 3 pilot districts of Nagaland. Setup of Command and Control Centre at NEFS Directorate office is completed 
and operational.
• 
Training/Capacity building has been provided to concerned Fire officials and other stakeholders.
2.4.10	 GOV.IN Appstore: 
The Gov.in AppStore, India’s indigenous and secure mobile application distribution platform, continues to play a pivotal 
role in strengthening the nation’s digital governance ecosystem. It serves as a one-stop access point for citizens 
to discover and download verified government and public service applications, ensuring trust, transparency, and 
accessibility across the country’s expanding digital landscape.
Achievements:	
• 
The platform now hosts 2450 applications (1,775 Live + 553 Registered + 122 Disabled/ Rejected) and has 
achieved 8.78 crore downloads, empowering citizens with easy access to government digital services.
• 
A growing community of 9,970 developers and 2.15 lakh registered users is contributing to the ecosystem.
• 
Between January 2025 and 20 January 2026, 1,213 new developers registered, and 2.10 lakh new downloads 
were recorded — reflecting the AppStore’s continuous expansion and public adoption.
• 
Voice search functionality introduced to improve accessibility and ease of navigation. Pagination and responsive 
design implemented across the web portal for seamless access on all devices.
• 
Ratings and reviews system implemented with intelligent checks to prevent spam and ensure fair user feedback. 
Introduced an Impact Assessment banner to collect user insights and monitor service reach.
• 
Developed a user support system integrating video conferencing and email query support, further enhancing 
citizen engagement.
2.4.11	 National Informatics Centre Services Incorporated (NICSI)
National Informatics Centre Services Incorporated (NICSI) is a Government of India enterprise under National Informatics 
Centre (NIC), Ministry of Electronics & Information Technology (MeitY). It was established in 1995 as section-25 Company 
(now section 8) with NIC, MeitY as sole promoter. NICSI has expertise in ICT project execution and have executed over 
28,000 ICT projects for Ministries /State Governments / PSUs. All key officials in NICSI including Managing Director are 
"
MeitY_Annual_Report_2025_26.pdf,52,project,"Digital India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
50
provided by NIC through deputation. NICSI has empanelled organizations based on their expertise in various areas of 
information technology through an open tender process through which the procurement by the User Department is fast-
tracked. NICSI had reached, an impressive 32% jump in its revenues in FY 2024-25 and a turnover of `3,110 crores. 
This year NICSI celebrated 30 years of its existence and a day long programme was organized. The event was graced 
by Shri Jitin Prasada, Hon’ble Minister of State for Commerce and lndustry; and Electronics and Information Technology. 
NICSI has also opened its empanelment for Startups through a RFE wherein Startups with proven IT capabilities are 
encouraged to apply.
Awards and Facilitation
• 
NICSI has been awarded the Technology Sabha Award 2025 by The Indian Express Group under ‘Enterprise 
Applications’ category. NICSI was also awarded at the Government Achievement and Scheme Exhibition 
organized by NNS Media Group. Hon’ble Chief Minister of Puducherry awarded NICSI for the impactful work 
done through the iRAD and eDAR projects in reducing road accidents. 
• 
The eDAR (Electronic Detailed Accident Report) was awarded by Digitech India award organized by ETGovernment. 
iRAD Project also won the prestigious, “Gems of Digital India” award. NICSI was awarded with the “Public Sector 
Excellence Award 2024” under the category of “Telecommunication & Information Technology (Central PSU)” by 
IRON Mountain. 
• 
MD, NICSI was the “Guest of Honour” for the Annual Regional Conference 2024-2025 organised by the Institute 
of Company Secretaries of India (ICSI). MD NICSI in order to expand NICSI services met Hon’ble Transport 
Minister, Government of UP at Lucknow. 
• 
NICSI also participated in live programme, “Ask Our Experts” organized by National e-Governance Division 
(NeGD). Dr R K Mishra, MD, NICSI and Shri Jitender Kumar, Chief General Manager and Financial Advisor, 
NICSI gave answers to the questions as posted by the viewers. 
• 
NICSI regularly participates in events of National importance like Hindi Pakhwada, Yoga Day, Holi Milan, Vigilance 
Awareness Week. 
Key Projects by NICSI 
• 
The Immigration, Visa and Foreigners’ Registration & Tracking (IVFRT) project has changed how India manages 
the flow of travelers and immigrants. By connecting various checkpoints, embassies, and departments, NICSI 
made the system more secure and much less time-consuming for visitors. 
• 
Through Meghraj project, NICSI offered every branch of government an on-demand, secure digital “backbone,” 
making it easier and cheaper to launch new services. The cloud connects agencies, bridges silos, and helps 
teams move quickly as new projects emerge.
• 
NICSI’s e-Prisons system takes a complex web of paper records and centralizes them, making prisoner 
management fairer, safer, and easier to supervise across all of India’s states. The iRAD platform harnesses 
accident data and analytics to build safer roads, letting states and central agencies act quickly to prevent tragedies. 
Another initiative, Prayas gathers information on the government’s major schemes into one place, offering a 
clean, real-time look at how each is performing.
• 
NICSI helped in rolling out biometric e-Passports, which brought world-class security and much faster processing 
to Indian travelers. Immigration queues have shrunk, and document fraud is now much harder, thanks to smart 
design updates.
"
MeitY_Annual_Report_2025_26.pdf,53,project,"Digital India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
51
• 
With e-Courts project, NICSI has made it possible for India’s judicial and administrative machinery to go digital. 
That means less paperwork, more open processes, and better service to both citizens and officials who rely on 
these systems every day.
• 
The AI-MEDHA (AI Modelling Empowered Digital Hub for Applications) is NICSI’s step into real-world artificial 
intelligence for government departments. It makes analysis quicker, automates routine work, and puts smarter 
tools in the hands of officials across the country. A MoU was signed between NIC and NICSI to facilitate AI 
MEDHA as a joint initiative.
• 
NICSI also offers its cybersecurity platform which offers a strong line of defense for sensitive data. The service 
keeps digital assets protected and helps government organizations adhere to national security benchmarks.
• 
Over the years, NICSI has fostered meaningful collaborations through MOUs, joining hands with ministries, states, 
and technology partners to broaden its reach and enable smoother project rollouts.
• 
Some of the key clients wherein NICSI is executing projects more than 100 Crores are Ministries of Electronics 
and Information Technology; Information and Broadcasting; Home Affairs; External Affairs; Road Transport and 
Highways; Consumer Affairs, Food and Public Distribution; MSME; Social Justice and Empowerment; Finance; 
Parliamentary Affairs; Administrative Reforms and Public Grievances; Law and Justice.
• 
NICSI is implementing the National Data Centre for North Eastern Region (NDC- NEC) to be established at 
Guwahti. The NDC-NER is a state of art data centre to be implemented in North East region. 
• 
NICSI plans to equip itself for future by becoming a Mini Ratna company, expanding its service portfolio, and 
continuing to put practical, people-first innovation at the core of its mission. It is working on Digital Personal Data 
Protection Act, 2023 (DPDP) Compliance Service. The DPDP Compliance platform will ensure departments stay 
aligned with India’s newest digital privacy standards, giving citizens peace of mind as government transactions 
become more technology-driven. Other areas of focus for NICSI are Capacity Building and Cloud Services. 
2.4.12 Gov.In: Harmonisation of Government of India’s Digital Footprint:
Under the Gov.In: Harmonisation of Government of India’s Digital Footprint initiative, the Digital Brand Identity Manual 
(DBIM) 3.0 was launched on 18th February 2025 with the objective of establishing a uniform, citizen-centric, accessible, 
and a consistent brand identity across Government of India websites. DBIM 3.0 manual provides a comprehensive 
framework covering visual identity, information architecture, accessibility, content structuring, and user experience, 
thereby addressing long-standing fragmentation in government web presence and ensuring consistency.
To support systematic adoption of the DBIM, the DBIM Toolkit was subsequently launched which serves as the single 
source of reference for DBIM-aligned website development. The toolkit provides Ministries and Departments with 
detailed implementation guidelines, standard templates, reusable design components, content patterns, and compliance 
standards, enabling uniform interpretation and execution of DBIM 3.0. The toolkit is accessible at https://dbimtoolkit.
digifootprint.gov.in/.
Building on this foundation, the Gov.In CMS Platform was conceptualised and developed to operationalise DBIM 3.0 
at scale. The platform enables Ministries and Departments to implement DBIM-compliant websites in a structured, 
standardised, and auditable manner, covering defined workflows, maker–checker–approver roles, content management 
processes, and compliance controls. To enhance inclusivity and multilingual reach, the platform leverages Bhashini to 
provide on-the-fly translation of website content into 22 Indian languages, significantly improving accessibility for non-
English users. In parallel, the Central Content Publishing System (CCPS) was integrated to harmonise the dissemination 
of time-sensitive, citizen-centric content across Government websites, ensuring consistency in messaging and faster 
outreach.
"
MeitY_Annual_Report_2025_26.pdf,54,"fabrication, investment, project","Digital India
REPORT
Ministry of Electronics & Information Technology, Government of India
Annual
2025-2026
52
As part of the initial rollout, five exemplar Government of India websites were made live at the time of the DBIM launch to 
demonstrate practical implementation of the framework and serve as reference models for Ministries and Departments. 
Subsequently, as of date, six Ministry/Department websites have been successfully migrated and are live.
The harmonisation initiative is presently being accelerated with emphasis on DBIM 3.0 compliance, thereby progressively 
realising the vision of a unified, accessible, citizen-first, and globally recognisable digital footprint for the Government 
of India.
2.4.13	 Digital Economy
2.4.13.1 Background: India’s Digital Economy
India’s digital economy has been expanding at an exceptional pace over the past decade, driven by rapid technological 
adoption, progressive public digital infrastructure, the evolving dynamic innovation ecosystem etc. This transformation 
has positioned India among one of the world’s leading digitalizing economies. 
According to the latest estimates, the digital economy contributed 11.74% of national income in 2022–23, valued at INR 
31.64 lakh crore (~USD 402 billion). Digital-enabling industries—ICT services, telecommunications, and electronics 
manufacturing—form the largest component with 7.83% of GVA, while new digital industries such as platforms and 
digital intermediaries contribute nearly 2%. Traditional sectors including BFSI, trade, and education add an additional 
2% through their growing digital components, underscoring the deepening digitalisation of India’s economic landscape. 
Employment in the digital economy stood at 14.67 million workers (2.55% of the workforce) in 2022–23, with productivity 
nearly five times higher than the rest of the economy. Projections indicate that the digital economy will grow almost 
twice as fast as overall GDP and is expected to reach around 20% of national income by 2030. 
India’s digital transformation is accelerated by strong progress in Artificial Intelligence (AI) ecosystem, with vast 
applications across governance, agriculture, healthcare, mobility, and finance. The semiconductor and electronics 
ecosystem continue to strengthen through new investments in fabrication, assembly and testing, semiconductor design, 
and production-linked incentive schemes. These developments support domestic manufacturing and meet growing 
demand from strategic sectors such as telecom, EVs, cloud, and IoT systems. Global Capability Centres (GCCs) have 
also emerged as a key pillar of India’s digital and innovation landscape, with global enterprises increasingly relying on 
India for high-end engineering, product development, AI/ML research, cybersecurity, semiconductor design, and digital 
operations. 	
Further, India’s globally recognised Digital Public Infrastructure (DPI)—including Aadhaar, UPI, DigiLocker, FASTag, 
Account Aggregator, DIKSHA, and ABDM—remains central to inclusive growth. DPI enables secure identity, seamless 
digital payments, paperless service delivery, and interoperable data exchange, while fostering a strong foundation for 
private-sector innovation, GCC expansion, and digital entrepreneurship. Together, these developments highlight India’s 
evolution into a digitally integrated and innovation-driven economy, where technologies such as AI, semiconductors, 
and DPI—supported by a strong GCC ecosystem—drive productivity, competitiveness, and inclusive growth.
2.4.13.2 Banking and Fintech Ecosystem: An Overview
India’s banking sector stands as a pillar of the nation’s economic progress, playing a vital role in mobilising capital, 
expanding credit access, and driving financial inclusion. While it continues to navigate challenges such as regulatory 
shifts, rising operational costs, and growing competition from fintech players, the sector is simultaneously embracing 
opportunities brought by digital innovation, structural reforms, and evolving customer needs.
India’s fintech sector is rapidly evolving, driven by technological advancements, regulatory support, and a robust digital 
ecosystem. India’s fintech ecosystem encompasses a diverse range of segments that collectively transform the financial 
"
